GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,C7L001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,Standard Metropolitan Statistical Area Name,Standard Metropolitan Statistical Area Code,County Name,County Code,County Subdivision Code,Place Name,Place Code,Census Tract Code,Block Group Code,Block Code,Enumeration District Indicator Code,Enumeration District Code,Standard Consolidated Statistical Area Code,Urban Area Code,Congressional District Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,MCD Sequence Number Code,5-Digit Zip Code Code,Area Name,Total
"G080208000500305","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Arapahoe","005",,"Deer Trail","0305",,,,,,,,,,,,"DEER TRAIL TOWN",463
"G080208000500395","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Arapahoe","005",,"Englewood","0395",,,,,,,,,,,,"ENGLEWOOD CITY",30021
"G080208000500530","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Arapahoe","005",,"Glendale","0530",,,,,,,,,,,,"GLENDALE CITY",2496
"G080208000500580","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Arapahoe","005",,"Greenwood Village","0580",,,,,,,,,,,,"GREENWOOD VILLAGE CITY",5729
"G080208000500810","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Arapahoe","005",,"Littleton","0810",,,,,,,,,,,,"LITTLETON CITY",28503
"G080208000501200","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Arapahoe","005",,"Sheridan","1200",,,,,,,,,,,,"SHERIDAN CITY",5377
"G080208000501238","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Arapahoe","005",,"Southglenn","1238",,,,,,,,,,,,"SOUTHGLENN %CDP<",37787
"G080208000501256","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Arapahoe","005",,"Strasburg","1256",,,,,,,,,,,,"STRASBURG %CDP<",335
"G080208000509999","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Arapahoe","005",,,"9999",,,,,,,,,,,,"REMAINDER OF ARAPAHOE DIVISION",28561
"G080208001300110","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,"Boulder","0110",,,,,,,,,,,,"BOULDER CITY",76685
"G080208001300143","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,"Broomfield","0143",,,,,,,,,,,,"BROOMFIELD CITY",14514
"G080208001300400","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,"Erie","0400",,,,,,,,,,,,"ERIE TOWN",23
"G080208001300587","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,"Gunbarrel","0587",,,,,,,,,,,,"GUNBARREL %CDP<",5172
"G080208001300685","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,"Jamestown","0685",,,,,,,,,,,,"JAMESTOWN TOWN",223
"G080208001300735","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,"Lafayette","0735",,,,,,,,,,,,"LAFAYETTE CITY",8985
"G080208001300820","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,"Longmont","0820",,,,,,,,,,,,"LONGMONT CITY",42942
"G080208001300825","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,"Louisville","0825",,,,,,,,,,,,"LOUISVILLE CITY",5593
"G080208001300835","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,"Lyons","0835",,,,,,,,,,,,"LYONS TOWN",1137
"G080208001300935","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,"Nederland","0935",,,,,,,,,,,,"NEDERLAND TOWN",1212
"G080208001301270","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,"Superior","1270",,,,,,,,,,,,"SUPERIOR TOWN",208
"G080208001301340","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,"Ward","1340",,,,,,,,,,,,"WARD TOWN",129
"G080208001309999","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Boulder","013",,,"9999",,,,,,,,,,,,"REMAINDER OF BOULDER DIVISION",32802
"G080208003100320","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Denver","031",,"Denver","0320",,,,,,,,,,,,"DENVER CITY",492365
"G080208003500185","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Douglas","035",,"Castle Rock","0185",,,,,,,,,,,,"CASTLE ROCK TOWN",3921
"G080208003500770","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Douglas","035",,"Larkspur","0770",,,,,,,,,,,,"LARKSPUR TOWN",141
"G080208003500810","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Douglas","035",,"Littleton","0810",,,,,,,,,,,,"LITTLETON CITY",128
"G080208003509999","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Douglas","035",,,"9999",,,,,,,,,,,,"REMAINDER OF DOUGLAS DIVISION",20963
"G080208004700090","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Gilpin","047",,"Black Hawk","0090",,,,,,,,,,,,"BLACK HAWK TOWN",232
"G080208004700200","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Gilpin","047",,"Central City","0200",,,,,,,,,,,,"CENTRAL CITY CITY",329
"G080208004709999","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Gilpin","047",,,"9999",,,,,,,,,,,,"REMAINDER OF GILPIN DIVISION",1880
"G080208005900029","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Applewood","0029",,,,,,,,,,,,"APPLEWOOD %CDP<",12040
"G080208005900040","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Arvada","0040",,,,,,,,,,,,"ARVADA CITY",83347
"G080208005900115","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Bow Mar","0115",,,,,,,,,,,,"BOW MAR TOWN",240
"G080208005900143","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Broomfield","0143",,,,,,,,,,,,"BROOMFIELD CITY",749
"G080208005900242","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Columbine","0242",,,,,,,,,,,,"COLUMBINE %CDP<",21722
"G080208005900380","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Edgewater","0380",,,,,,,,,,,,"EDGEWATER CITY",5714
"G080208005900420","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Evergreen","0420",,,,,,,,,,,,"EVERGREEN %CDP<",6376
"G080208005900540","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Golden","0540",,,,,,,,,,,,"GOLDEN CITY",12237
"G080208005900702","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Ken Caryl","0702",,,,,,,,,,,,"KEN CARYL %CDP<",10661
"G080208005900755","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Lakeside","0755",,,,,,,,,,,,"LAKESIDE TOWN",19
"G080208005900760","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Lakewood","0760",,,,,,,,,,,,"LAKEWOOD CITY",112860
"G080208005900920","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Morrison","0920",,,,,,,,,,,,"MORRISON TOWN",478
"G080208005900925","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Mountain View","0925",,,,,,,,,,,,"MOUNTAIN VIEW TOWN",584
"G080208005901355","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Westminster","1355",,,,,,,,,,,,"WESTMINSTER CITY",18165
"G080208005901360","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,"Wheat Ridge","1360",,,,,,,,,,,,"WHEAT RIDGE CITY",30293
"G080208005909999","1980","4","8","Colorado","08","DENVER-BOULDER, COLO.","2080","Jefferson","059",,,"9999",,,,,,,,,,,,"REMAINDER OF JEFFERSON DIVISION",56268
"G080267006900080","1980","4","8","Colorado","08","FORT COLLINS, COLO.","2670","Larimer","069",,"Berthoud","0080",,,,,,,,,,,,"BERTHOUD TOWN",2362
"G080267006900405","1980","4","8","Colorado","08","FORT COLLINS, COLO.","2670","Larimer","069",,"Estes Park","0405",,,,,,,,,,,,"ESTES PARK TOWN",2703
"G080267006900455","1980","4","8","Colorado","08","FORT COLLINS, COLO.","2670","Larimer","069",,"Fort Collins","0455",,,,,,,,,,,,"FORT COLLINS CITY",65092
"G080267006900830","1980","4","8","Colorado","08","FORT COLLINS, COLO.","2670","Larimer","069",,"Loveland","0830",,,,,,,,,,,,"LOVELAND CITY",30244
"G080267006901290","1980","4","8","Colorado","08","FORT COLLINS, COLO.","2670","Larimer","069",,"Timnath","1290",,,,,,,,,,,,"TIMNATH TOWN",185
"G080267006901345","1980","4","8","Colorado","08","FORT COLLINS, COLO.","2670","Larimer","069",,"Wellington","1345",,,,,,,,,,,,"WELLINGTON TOWN",1215
"G080267006909999","1980","4","8","Colorado","08","FORT COLLINS, COLO.","2670","Larimer","069",,,"9999",,,,,,,,,,,,"REMAINDER OF LARIMER DIVISION",47383
"G080306012300050","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Ault","0050",,,,,,,,,,,,"AULT TOWN",1056
"G080306012300130","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Brighton","0130",,,,,,,,,,,,"BRIGHTON CITY",0
"G080306012300295","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Dacono","0295",,,,,,,,,,,,"DACONO TOWN",2321
"G080306012300370","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Eaton","0370",,,,,,,,,,,,"EATON TOWN",1932
"G080306012300400","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Erie","0400",,,,,,,,,,,,"ERIE TOWN",1231
"G080306012300415","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Evans","0415",,,,,,,,,,,,"EVANS CITY",5063
"G080306012300435","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Firestone","0435",,,,,,,,,,,,"FIRESTONE TOWN",1204
"G080306012300465","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Fort Lupton","0465",,,,,,,,,,,,"FORT LUPTON CITY",4251
"G080306012300490","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Frederick","0490",,,,,,,,,,,,"FREDERICK TOWN",855
"G080306012300510","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Garden City","0510",,,,,,,,,,,,"GARDEN CITY TOWN",85
"G080306012300525","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Gilcrest","0525",,,,,,,,,,,,"GILCREST TOWN",1025
"G080306012300570","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Greeley","0570",,,,,,,,,,,,"GREELEY CITY",53006
"G080306012300585","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Grover","0585",,,,,,,,,,,,"GROVER TOWN",158
"G080306012300650","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Hudson","0650",,,,,,,,,,,,"HUDSON TOWN",698
"G080306012300690","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Johnstown","0690",,,,,,,,,,,,"JOHNSTOWN TOWN",1535
"G080306012300700","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Keenesburg","0700",,,,,,,,,,,,"KEENESBURG TOWN",541
"G080306012300705","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Keota","0705",,,,,,,,,,,,"KEOTA TOWN",4
"G080306012300710","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Kersey","0710",,,,,,,,,,,,"KERSEY TOWN",913
"G080306012300775","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"La Salle","0775",,,,,,,,,,,,"LA SALLE TOWN",1929
"G080306012300813","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Lochbuie","0813",,,,,,,,,,,,"LOCHBUIE TOWN",895
"G080306012300865","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Mead","0865",,,,,,,,,,,,"MEAD TOWN",356
"G080306012300885","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Milliken","0885",,,,,,,,,,,,"MILLIKEN TOWN",1506
"G080306012300960","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Nunn","0960",,,,,,,,,,,,"NUNN TOWN",295
"G080306012301045","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Pierce","1045",,,,,,,,,,,,"PIERCE TOWN",878
"G080306012301055","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Platteville","1055",,,,,,,,,,,,"PLATTEVILLE TOWN",1662
"G080306012301100","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Raymer","1100",,,,,,,,,,,,"RAYMER TOWN",80
"G080306012301145","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Rosedale","1145",,,,,,,,,,,,"ROSEDALE TOWN",38
"G080306012301195","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Severance","1195",,,,,,,,,,,,"SEVERANCE TOWN",102
"G080306012301375","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,"Windsor","1375",,,,,,,,,,,,"WINDSOR TOWN",4277
"G080306012309999","1980","4","8","Colorado","08","GREELEY, COLO.","3060","Weld","123",,,"9999",,,,,,,,,,,,"REMAINDER OF WELD DIVISION",35542
"G080656010100105","1980","4","8","Colorado","08","PUEBLO, COLO.","6560","Pueblo","101",,"Boone","0105",,,,,,,,,,,,"BOONE TOWN",431
"G080656010101085","1980","4","8","Colorado","08","PUEBLO, COLO.","6560","Pueblo","101",,"Pueblo","1085",,,,,,,,,,,,"PUEBLO CITY",101686
"G080656010101150","1980","4","8","Colorado","08","PUEBLO, COLO.","6560","Pueblo","101",,"Rye","1150",,,,,,,,,,,,"RYE TOWN",232
"G080656010109999","1980","4","8","Colorado","08","PUEBLO, COLO.","6560","Pueblo","101",,,"9999",,,,,,,,,,,,"REMAINDER OF PUEBLO DIVISION",23623
"G080999900300015","1980","4","8","Colorado","08",,"9999","Alamosa","003",,"Alamosa","0015",,,,,,,,,,,,"ALAMOSA CITY",6830
"G080999900300016","1980","4","8","Colorado","08",,"9999","Alamosa","003",,"Alamosa East","0016",,,,,,,,,,,,"ALAMOSA EAST %CDP<",1175
"G080999900300635","1980","4","8","Colorado","08",,"9999","Alamosa","003",,"Hooper","0635",,,,,,,,,,,,"HOOPER TOWN",71
"G080999900309999","1980","4","8","Colorado","08",,"9999","Alamosa","003",,,"9999",,,,,,,,,,,,"REMAINDER OF ALAMOSA DIVISION",3723
"G080999900701015","1980","4","8","Colorado","08",,"9999","Archuleta","007",,"Pagosa Springs","1015",,,,,,,,,,,,"PAGOSA SPRINGS TOWN",1331
"G080999900709999","1980","4","8","Colorado","08",,"9999","Archuleta","007",,,"9999",,,,,,,,,,,,"REMAINDER OF ARCHULETA DIVISION",2333
"G080999900900170","1980","4","8","Colorado","08",,"9999","Baca","009",,"Campo","0170",,,,,,,,,,,,"CAMPO TOWN",185
"G080999900901075","1980","4","8","Colorado","08",,"9999","Baca","009",,"Pritchett","1075",,,,,,,,,,,,"PRITCHETT TOWN",183
"G080999900901240","1980","4","8","Colorado","08",,"9999","Baca","009",,"Springfield","1240",,,,,,,,,,,,"SPRINGFIELD TOWN",1657
"G080999900901300","1980","4","8","Colorado","08",,"9999","Baca","009",,"Two Buttes","1300",,,,,,,,,,,,"TWO BUTTES TOWN",84
"G080999900901315","1980","4","8","Colorado","08",,"9999","Baca","009",,"Vilas","1315",,,,,,,,,,,,"VILAS TOWN",118
"G080999900901335","1980","4","8","Colorado","08",,"9999","Baca","009",,"Walsh","1335",,,,,,,,,,,,"WALSH TOWN",884
"G080999900909999","1980","4","8","Colorado","08",,"9999","Baca","009",,,"9999",,,,,,,,,,,,"REMAINDER OF BACA DIVISION",2308
"G080999901100780","1980","4","8","Colorado","08",,"9999","Bent","011",,"Las Animas","0780",,,,,,,,,,,,"LAS ANIMAS CITY",2818
"G080999901109999","1980","4","8","Colorado","08",,"9999","Bent","011",,,"9999",,,,,,,,,,,,"REMAINDER OF BENT DIVISION",3127
"G080999901500155","1980","4","8","Colorado","08",,"9999","Chaffee","015",,"Buena Vista","0155",,,,,,,,,,,,"BUENA VISTA TOWN",2075
"G080999901501065","1980","4","8","Colorado","08",,"9999","Chaffee","015",,"Poncha Springs","1065",,,,,,,,,,,,"PONCHA SPRINGS TOWN",321
"G080999901501160","1980","4","8","Colorado","08",,"9999","Chaffee","015",,"Salida","1160",,,,,,,,,,,,"SALIDA CITY",4870
"G080999901509999","1980","4","8","Colorado","08",,"9999","Chaffee","015",,,"9999",,,,,,,,,,,,"REMAINDER OF CHAFFEE DIVISION",5961
"G080999901700215","1980","4","8","Colorado","08",,"9999","Cheyenne","017",,"Cheyenne Wells","0215",,,,,,,,,,,,"CHEYENNE WELLS TOWN",950
"G080999901700720","1980","4","8","Colorado","08",,"9999","Cheyenne","017",,"Kit Carson","0720",,,,,,,,,,,,"KIT CARSON TOWN",278
"G080999901709999","1980","4","8","Colorado","08",,"9999","Cheyenne","017",,,"9999",,,,,,,,,,,,"REMAINDER OF CHEYENNE DIVISION",925
"G080999901900390","1980","4","8","Colorado","08",,"9999","Clear Creek","019",,"Empire","0390",,,,,,,,,,,,"EMPIRE TOWN",423
"G080999901900520","1980","4","8","Colorado","08",,"9999","Clear Creek","019",,"Georgetown","0520",,,,,,,,,,,,"GEORGETOWN TOWN",830
"G080999901900660","1980","4","8","Colorado","08",,"9999","Clear Creek","019",,"Idaho Springs","0660",,,,,,,,,,,,"IDAHO SPRINGS CITY",2077
"G080999901901220","1980","4","8","Colorado","08",,"9999","Clear Creek","019",,"Silver Plume","1220",,,,,,,,,,,,"SILVER PLUME TOWN",140
"G080999901909999","1980","4","8","Colorado","08",,"9999","Clear Creek","019",,,"9999",,,,,,,,,,,,"REMAINDER OF CLEAR CREEK DIVISION",3838
"G080999902100025","1980","4","8","Colorado","08",,"9999","Conejos","021",,"Antonito","0025",,,,,,,,,,,,"ANTONITO TOWN",1103
"G080999902100740","1980","4","8","Colorado","08",,"9999","Conejos","021",,"La Jara","0740",,,,,,,,,,,,"LA JARA TOWN",858
"G080999902100840","1980","4","8","Colorado","08",,"9999","Conejos","021",,"Manassa","0840",,,,,,,,,,,,"MANASSA TOWN",945
"G080999902101140","1980","4","8","Colorado","08",,"9999","Conejos","021",,"Romeo","1140",,,,,,,,,,,,"ROMEO TOWN",308
"G080999902101165","1980","4","8","Colorado","08",,"9999","Conejos","021",,"Sanford","1165",,,,,,,,,,,,"SANFORD TOWN",687
"G080999902109999","1980","4","8","Colorado","08",,"9999","Conejos","021",,,"9999",,,,,,,,,,,,"REMAINDER OF CONEJOS DIVISION",3893
"G080999902300095","1980","4","8","Colorado","08",,"9999","Costilla","023",,"Blanca","0095",,,,,,,,,,,,"BLANCA TOWN",252
"G080999902301169","1980","4","8","Colorado","08",,"9999","Costilla","023",,"San Luis","1169",,,,,,,,,,,,"SAN LUIS TOWN",842
"G080999902309999","1980","4","8","Colorado","08",,"9999","Costilla","023",,,"9999",,,,,,,,,,,,"REMAINDER OF COSTILLA DIVISION",1977
"G080999902500290","1980","4","8","Colorado","08",,"9999","Crowley","025",,"Crowley","0290",,,,,,,,,,,,"CROWLEY TOWN",192
"G080999902500975","1980","4","8","Colorado","08",,"9999","Crowley","025",,"Olney Springs","0975",,,,,,,,,,,,"OLNEY SPRINGS TOWN",253
"G080999902500995","1980","4","8","Colorado","08",,"9999","Crowley","025",,"Ordway","0995",,,,,,,,,,,,"ORDWAY TOWN",1135
"G080999902501265","1980","4","8","Colorado","08",,"9999","Crowley","025",,"Sugar City","1265",,,,,,,,,,,,"SUGAR CITY TOWN",306
"G080999902509999","1980","4","8","Colorado","08",,"9999","Crowley","025",,,"9999",,,,,,,,,,,,"REMAINDER OF CROWLEY DIVISION",1102
"G080999902701215","1980","4","8","Colorado","08",,"9999","Custer","027",,"Silver Cliff","1215",,,,,,,,,,,,"SILVER CLIFF TOWN",280
"G080999902701350","1980","4","8","Colorado","08",,"9999","Custer","027",,"Westcliffe","1350",,,,,,,,,,,,"WESTCLIFFE TOWN",324
"G080999902709999","1980","4","8","Colorado","08",,"9999","Custer","027",,,"9999",,,,,,,,,,,,"REMAINDER OF CUSTER DIVISION",924
"G080999902900190","1980","4","8","Colorado","08",,"9999","Delta","029",,"Cedaredge","0190",,,,,,,,,,,,"CEDAREDGE TOWN",1184
"G080999902900260","1980","4","8","Colorado","08",,"9999","Delta","029",,"Crawford","0260",,,,,,,,,,,,"CRAWFORD TOWN",268
"G080999902900315","1980","4","8","Colorado","08",,"9999","Delta","029",,"Delta","0315",,,,,,,,,,,,"DELTA CITY",3931
"G080999902900640","1980","4","8","Colorado","08",,"9999","Delta","029",,"Hotchkiss","0640",,,,,,,,,,,,"HOTCHKISS TOWN",849
"G080999902900985","1980","4","8","Colorado","08",,"9999","Delta","029",,"Orchard City","0985",,,,,,,,,,,,"ORCHARD CITY TOWN",1914
"G080999902901035","1980","4","8","Colorado","08",,"9999","Delta","029",,"Paonia","1035",,,,,,,,,,,,"PAONIA TOWN",1425
"G080999902909999","1980","4","8","Colorado","08",,"9999","Delta","029",,,"9999",,,,,,,,,,,,"REMAINDER OF DELTA DIVISION",11654
"G080999903300340","1980","4","8","Colorado","08",,"9999","Dolores","033",,"Dove Creek","0340",,,,,,,,,,,,"DOVE CREEK TOWN",826
"G080999903301115","1980","4","8","Colorado","08",,"9999","Dolores","033",,"Rico","1115",,,,,,,,,,,,"RICO TOWN",76
"G080999903309999","1980","4","8","Colorado","08",,"9999","Dolores","033",,,"9999",,,,,,,,,,,,"REMAINDER OF DOLORES DIVISION",756
"G080999903700057","1980","4","8","Colorado","08",,"9999","Eagle","037",,"Avon","0057",,,,,,,,,,,,"AVON TOWN",640
"G080999903700060","1980","4","8","Colorado","08",,"9999","Eagle","037",,"Basalt","0060",,,,,,,,,,,,"BASALT TOWN",529
"G080999903700360","1980","4","8","Colorado","08",,"9999","Eagle","037",,"Eagle","0360",,,,,,,,,,,,"EAGLE TOWN",950
"G080999903700595","1980","4","8","Colorado","08",,"9999","Eagle","037",,"Gypsum","0595",,,,,,,,,,,,"GYPSUM TOWN",743
"G080999903700890","1980","4","8","Colorado","08",,"9999","Eagle","037",,"Minturn","0890",,,,,,,,,,,,"MINTURN TOWN",1060
"G080999903701110","1980","4","8","Colorado","08",,"9999","Eagle","037",,"Red Cliff","1110",,,,,,,,,,,,"RED CLIFF TOWN",409
"G080999903701307","1980","4","8","Colorado","08",,"9999","Eagle","037",,"Vail","1307",,,,,,,,,,,,"VAIL TOWN",2261
"G080999903709999","1980","4","8","Colorado","08",,"9999","Eagle","037",,,"9999",,,,,,,,,,,,"REMAINDER OF EAGLE DIVISION",6728
"G080999903900385","1980","4","8","Colorado","08",,"9999","Elbert","039",,"Elizabeth","0385",,,,,,,,,,,,"ELIZABETH TOWN",789
"G080999903900715","1980","4","8","Colorado","08",,"9999","Elbert","039",,"Kiowa","0715",,,,,,,,,,,,"KIOWA TOWN",206
"G080999903901230","1980","4","8","Colorado","08",,"9999","Elbert","039",,"Simla","1230",,,,,,,,,,,,"SIMLA TOWN",494
"G080999903909999","1980","4","8","Colorado","08",,"9999","Elbert","039",,,"9999",,,,,,,,,,,,"REMAINDER OF ELBERT DIVISION",5361
"G080999904300140","1980","4","8","Colorado","08",,"9999","Fremont","043",,"Brookside","0140",,,,,,,,,,,,"BROOKSIDE TOWN",178
"G080999904300175","1980","4","8","Colorado","08",,"9999","Fremont","043",,"Canon City","0175",,,,,,,,,,,,"CANON CITY CITY",13037
"G080999904300225","1980","4","8","Colorado","08",,"9999","Fremont","043",,"Coal Creek","0225",,,,,,,,,,,,"COAL CREEK TOWN",190
"G080999904300450","1980","4","8","Colorado","08",,"9999","Fremont","043",,"Florence","0450",,,,,,,,,,,,"FLORENCE CITY",2987
"G080999904300805","1980","4","8","Colorado","08",,"9999","Fremont","043",,"Lincoln Park","0805",,,,,,,,,,,,"LINCOLN PARK %CDP<",3426
"G080999904301080","1980","4","8","Colorado","08",,"9999","Fremont","043",,"Prospect Heights","1080",,,,,,,,,,,,"PROSPECT HEIGHTS TOWN",34
"G080999904301130","1980","4","8","Colorado","08",,"9999","Fremont","043",,"Rockvale","1130",,,,,,,,,,,,"ROCKVALE TOWN",338
"G080999904301370","1980","4","8","Colorado","08",,"9999","Fremont","043",,"Williamsburg","1370",,,,,,,,,,,,"WILLIAMSBURG TOWN",72
"G080999904309999","1980","4","8","Colorado","08",,"9999","Fremont","043",,,"9999",,,,,,,,,,,,"REMAINDER OF FREMONT DIVISION",8414
"G080999904500180","1980","4","8","Colorado","08",,"9999","Garfield","045",,"Carbondale","0180",,,,,,,,,,,,"CARBONDALE TOWN",2084
"G080999904500535","1980","4","8","Colorado","08",,"9999","Garfield","045",,"Glenwood Springs","0535",,,,,,,,,,,,"GLENWOOD SPRINGS CITY",4637
"G080999904500565","1980","4","8","Colorado","08",,"9999","Garfield","045",,"Grand Valley","0565",,,,,,,,,,,,"GRAND VALLEY TOWN",338
"G080999904500940","1980","4","8","Colorado","08",,"9999","Garfield","045",,"New Castle","0940",,,,,,,,,,,,"NEW CASTLE TOWN",563
"G080999904501125","1980","4","8","Colorado","08",,"9999","Garfield","045",,"Rifle","1125",,,,,,,,,,,,"RIFLE CITY",3215
"G080999904501210","1980","4","8","Colorado","08",,"9999","Garfield","045",,"Silt","1210",,,,,,,,,,,,"SILT TOWN",923
"G080999904509999","1980","4","8","Colorado","08",,"9999","Garfield","045",,,"9999",,,,,,,,,,,,"REMAINDER OF GARFIELD DIVISION",10754
"G080999904900485","1980","4","8","Colorado","08",,"9999","Grand","049",,"Fraser","0485",,,,,,,,,,,,"FRASER TOWN",470
"G080999904900550","1980","4","8","Colorado","08",,"9999","Grand","049",,"Granby","0550",,,,,,,,,,,,"GRANBY TOWN",963
"G080999904900560","1980","4","8","Colorado","08",,"9999","Grand","049",,"Grand Lake","0560",,,,,,,,,,,,"GRAND LAKE TOWN",382
"G080999904900645","1980","4","8","Colorado","08",,"9999","Grand","049",,"Hot Sulphur Springs","0645",,,,,,,,,,,,"HOT SULPHUR SPRINGS TOWN",405
"G080999904900730","1980","4","8","Colorado","08",,"9999","Grand","049",,"Kremmling","0730",,,,,,,,,,,,"KREMMLING TOWN",1296
"G080999904901377","1980","4","8","Colorado","08",,"9999","Grand","049",,"Winter Park","1377",,,,,,,,,,,,"WINTER PARK TOWN",480
"G080999904909999","1980","4","8","Colorado","08",,"9999","Grand","049",,,"9999",,,,,,,,,,,,"REMAINDER OF GRAND DIVISION",3479
