GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,C7L001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,Standard Metropolitan Statistical Area Name,Standard Metropolitan Statistical Area Code,County Name,County Code,County Subdivision Code,Place Name,Place Code,Census Tract Code,Block Group Code,Block Code,Enumeration District Indicator Code,Enumeration District Code,Standard Consolidated Statistical Area Code,Urban Area Code,Congressional District Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,MCD Sequence Number Code,5-Digit Zip Code Code,Area Name,Total
"G010045001500060","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Anniston","0060",,,,,,,,,,,,"ANNISTON CITY",29523
"G010045001500200","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Blue Mountain","0200",,,,,,,,,,,,"BLUE MOUNTAIN TOWN",284
"G010045001500282","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Bynum","0282",,,,,,,,,,,,"BYNUM %CDP<",2235
"G010045001500562","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Eulaton","0562",,,,,,,,,,,,"EULATON %CDP<",1869
"G010045001500652","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Fort Mcclellan","0652",,,,,,,,,,,,"FORT MCCLELLAN %CDP<",7605
"G010045001500745","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Glencoe","0745",,,,,,,,,,,,"GLENCOE CITY",14
"G010045001500895","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Hobson City","0895",,,,,,,,,,,,"HOBSON CITY TOWN",1268
"G010045001500955","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Jacksonville","0955",,,,,,,,,,,,"JACKSONVILLE CITY",9735
"G010045001501300","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Ohatchee","1300",,,,,,,,,,,,"OHATCHEE TOWN",860
"G010045001501325","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Oxford","1325",,,,,,,,,,,,"OXFORD CITY",8463
"G010045001501375","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Piedmont","1375",,,,,,,,,,,,"PIEDMONT CITY",5544
"G010045001501519","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Saks","1519",,,,,,,,,,,,"SAKS %CDP<",11118
"G010045001501595","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Southside","1595",,,,,,,,,,,,"SOUTHSIDE TOWN",42
"G010045001501768","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Vinnette","1768",,,,,,,,,,,,"VINNETTE %CDP<",1809
"G010045001501800","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"Weaver","1800",,,,,,,,,,,,"WEAVER TOWN",2765
"G010045001501816","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,"West End-Cobb Town","1816",,,,,,,,,,,,"WEST END-COBB TOWN %CDP<",5189
"G010045001509999","1980","3","6","Alabama","01","ANNISTON, ALA.","0450","Calhoun","015",,,"9999",,,,,,,,,,,,"REMAINDER OF CALHOUN DIVISION",31438
"G010100007300010","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Adamsville","0010",,,,,,,,,,,,"ADAMSVILLE CITY",2498
"G010100007300175","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Bessemer","0175",,,,,,,,,,,,"BESSEMER CITY",31729
"G010100007300185","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Birmingham","0185",,,,,,,,,,,,"BIRMINGHAM CITY",284413
"G010100007300255","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Brighton","0255",,,,,,,,,,,,"BRIGHTON CITY",5308
"G010100007300265","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Brookside","0265",,,,,,,,,,,,"BROOKSIDE TOWN",1409
"G010100007300270","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Brownville","0270",,,,,,,,,,,,"BROWNVILLE CITY",2386
"G010100007300305","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Cardiff","0305",,,,,,,,,,,,"CARDIFF TOWN",140
"G010100007300335","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Center Point","0335",,,,,,,,,,,,"CENTER POINT %CDP<",23317
"G010100007300430","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"County Line","0430",,,,,,,,,,,,"COUNTY LINE TOWN",99
"G010100007300590","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Fairfield","0590",,,,,,,,,,,,"FAIRFIELD CITY",13040
"G010100007300647","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Forestdale","0647",,,,,,,,,,,,"FORESTDALE %CDP<",10814
"G010100007300675","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Fultondale","0675",,,,,,,,,,,,"FULTONDALE CITY",6217
"G010100007300705","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Gardendale","0705",,,,,,,,,,,,"GARDENDALE CITY",7928
"G010100007300780","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Graysville","0780",,,,,,,,,,,,"GRAYSVILLE CITY",2642
"G010100007300925","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Homewood","0925",,,,,,,,,,,,"HOMEWOOD CITY",21412
"G010100007300927","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Hoover","0927",,,,,,,,,,,,"HOOVER CITY",19792
"G010100007300930","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Hueytown","0930",,,,,,,,,,,,"HUEYTOWN CITY",13309
"G010100007300945","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Irondale","0945",,,,,,,,,,,,"IRONDALE CITY",6510
"G010100007300985","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Kimberly","0985",,,,,,,,,,,,"KIMBERLY TOWN",1043
"G010100007301015","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Leeds","1015",,,,,,,,,,,,"LEEDS CITY",7881
"G010100007301045","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Lipscomb","1045",,,,,,,,,,,,"LIPSCOMB CITY",3741
"G010100007301125","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Maytown","1125",,,,,,,,,,,,"MAYTOWN TOWN",538
"G010100007301135","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Midfield","1135",,,,,,,,,,,,"MIDFIELD CITY",6536
"G010100007301190","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Morris","1190",,,,,,,,,,,,"MORRIS TOWN",623
"G010100007301205","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Mountain Brook","1205",,,,,,,,,,,,"MOUNTAIN BROOK CITY",19718
"G010100007301220","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Mulga","1220",,,,,,,,,,,,"MULGA TOWN",405
"G010100007301270","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"North Johns","1270",,,,,,,,,,,,"NORTH JOHNS TOWN",243
"G010100007301405","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Pleasant Grove","1405",,,,,,,,,,,,"PLEASANT GROVE CITY",7102
"G010100007301507","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Roosevelt City","1507",,,,,,,,,,,,"ROOSEVELT CITY CITY",3352
"G010100007301630","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Sumiton","1630",,,,,,,,,,,,"SUMITON TOWN",0
"G010100007301650","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Sylvan Springs","1650",,,,,,,,,,,,"SYLVAN SPRINGS TOWN",450
"G010100007301670","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Tarrant City","1670",,,,,,,,,,,,"TARRANT CITY CITY",8148
"G010100007301700","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Trafford","1700",,,,,,,,,,,,"TRAFFORD TOWN",673
"G010100007301715","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Trussville","1715",,,,,,,,,,,,"TRUSSVILLE CITY",3507
"G010100007301755","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Vestavia Hills","1755",,,,,,,,,,,,"VESTAVIA HILLS CITY",15722
"G010100007301785","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"Warrior","1785",,,,,,,,,,,,"WARRIOR CITY",3260
"G010100007301817","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,"West Jefferson","1817",,,,,,,,,,,,"WEST JEFFERSON TOWN",357
"G010100007309999","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Jefferson","073",,,"9999",,,,,,,,,,,,"REMAINDER OF JEFFERSON DIVISION",135062
"G010100011500090","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Ashville","0090",,,,,,,,,,,,"ASHVILLE TOWN",1489
"G010100011500233","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Branchville","0233",,,,,,,,,,,,"BRANCHVILLE TOWN",365
"G010100011501015","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Leeds","1015",,,,,,,,,,,,"LEEDS CITY",643
"G010100011501115","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Margaret","1115",,,,,,,,,,,,"MARGARET TOWN",757
"G010100011501183","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Moody","1183",,,,,,,,,,,,"MOODY TOWN",1840
"G010100011501295","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Odenville","1295",,,,,,,,,,,,"ODENVILLE TOWN",724
"G010100011501350","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Pell City","1350",,,,,,,,,,,,"PELL CITY CITY",6616
"G010100011501425","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Ragland","1425",,,,,,,,,,,,"RAGLAND TOWN",1860
"G010100011501480","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Riverside","1480",,,,,,,,,,,,"RIVERSIDE TOWN",849
"G010100011501610","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Springville","1610",,,,,,,,,,,,"SPRINGVILLE TOWN",1476
"G010100011501615","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Steele","1615",,,,,,,,,,,,"STEELE TOWN",795
"G010100011501765","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Vincent","1765",,,,,,,,,,,,"VINCENT TOWN",0
"G010100011501827","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,"Whites Chapel","1827",,,,,,,,,,,,"WHITES CHAPEL TOWN",336
"G010100011509999","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","St Clair","115",,,"9999",,,,,,,,,,,,"REMAINDER OF ST. CLAIR DIVISION",23455
"G010100011700025","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,"Alabaster","0025",,,,,,,,,,,,"ALABASTER CITY",7079
"G010100011700285","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,"Calera","0285",,,,,,,,,,,,"CALERA TOWN",2035
"G010100011700415","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,"Columbiana","0415",,,,,,,,,,,,"COLUMBIANA CITY",2655
"G010100011700850","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,"Harpersville","0850",,,,,,,,,,,,"HARPERSVILLE TOWN",934
"G010100011700885","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,"Helena","0885",,,,,,,,,,,,"HELENA TOWN",2130
"G010100011700927","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,"Hoover","0927",,,,,,,,,,,,"HOOVER CITY",0
"G010100011701015","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,"Leeds","1015",,,,,,,,,,,,"LEEDS CITY",114
"G010100011701175","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,"Montevallo","1175",,,,,,,,,,,,"MONTEVALLO CITY",3965
"G010100011701347","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,"Pelham","1347",,,,,,,,,,,,"PELHAM CITY",6759
"G010100011701765","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,"Vincent","1765",,,,,,,,,,,,"VINCENT TOWN",1652
"G010100011701830","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,"Wilsonville","1830",,,,,,,,,,,,"WILSONVILLE TOWN",914
"G010100011701835","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,"Wilton","1835",,,,,,,,,,,,"WILTON TOWN",642
"G010100011709999","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Shelby","117",,,"9999",,,,,,,,,,,,"REMAINDER OF SHELBY DIVISION",37419
"G010100012700300","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Walker","127",,"Carbon Hill","0300",,,,,,,,,,,,"CARBON HILL CITY",2452
"G010100012700420","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Walker","127",,"Cordova","0420",,,,,,,,,,,,"CORDOVA CITY",3123
"G010100012700495","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Walker","127",,"Dora","0495",,,,,,,,,,,,"DORA TOWN",2327
"G010100012700537","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Walker","127",,"Eldridge","0537",,,,,,,,,,,,"ELDRIDGE TOWN",230
"G010100012700960","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Walker","127",,"Jasper","0960",,,,,,,,,,,,"JASPER CITY",11894
"G010100012700970","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Walker","127",,"Kansas","0970",,,,,,,,,,,,"KANSAS TOWN",267
"G010100012701235","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Walker","127",,"Nauvoo","1235",,,,,,,,,,,,"NAUVOO TOWN",259
"G010100012701290","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Walker","127",,"Oakman","1290",,,,,,,,,,,,"OAKMAN TOWN",770
"G010100012701345","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Walker","127",,"Parrish","1345",,,,,,,,,,,,"PARRISH TOWN",1583
"G010100012701582","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Walker","127",,"Sipsey","1582",,,,,,,,,,,,"SIPSEY TOWN",678
"G010100012701630","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Walker","127",,"Sumiton","1630",,,,,,,,,,,,"SUMITON TOWN",2815
"G010100012709999","1980","3","6","Alabama","01","BIRMINGHAM, ALA.","1000","Walker","127",,,"9999",,,,,,,,,,,,"REMAINDER OF WALKER DIVISION",42262
"G010180011300940","1980","3","6","Alabama","01","COLUMBUS, GA.-ALA.","1800","Russell","113",,"Hurtsboro","0940",,,,,,,,,,,,"HURTSBORO TOWN",752
"G010180011301365","1980","3","6","Alabama","01","COLUMBUS, GA.-ALA.","1800","Russell","113",,"Phenix City","1365",,,,,,,,,,,,"PHENIX CITY CITY",26383
"G010180011309999","1980","3","6","Alabama","01","COLUMBUS, GA.-ALA.","1800","Russell","113",,,"9999",,,,,,,,,,,,"REMAINDER OF RUSSELL DIVISION",20221
"G010265003300360","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Colbert","033",,"Cherokee","0360",,,,,,,,,,,,"CHEROKEE TOWN",1589
"G010265003301020","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Colbert","033",,"Leighton","1020",,,,,,,,,,,,"LEIGHTON TOWN",1218
"G010265003301055","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Colbert","033",,"Littleville","1055",,,,,,,,,,,,"LITTLEVILLE TOWN",1262
"G010265003301225","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Colbert","033",,"Muscle Shoals","1225",,,,,,,,,,,,"MUSCLE SHOALS CITY",8911
"G010265003301565","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Colbert","033",,"Sheffield","1565",,,,,,,,,,,,"SHEFFIELD CITY",11903
"G010265003301725","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Colbert","033",,"Tuscumbia","1725",,,,,,,,,,,,"TUSCUMBIA CITY",9137
"G010265003309999","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Colbert","033",,,"9999",,,,,,,,,,,,"REMAINDER OF COLBERT DIVISION",20499
"G010265007700057","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Lauderdale","077",,"Anderson","0057",,,,,,,,,,,,"ANDERSON TOWN",405
"G010265007700640","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Lauderdale","077",,"Florence","0640",,,,,,,,,,,,"FLORENCE CITY",37029
"G010265007700980","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Lauderdale","077",,"Killen","0980",,,,,,,,,,,,"KILLEN TOWN",747
"G010265007701025","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Lauderdale","077",,"Lexington","1025",,,,,,,,,,,,"LEXINGTON TOWN",884
"G010265007701505","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Lauderdale","077",,"Rogersville","1505",,,,,,,,,,,,"ROGERSVILLE TOWN",1224
"G010265007701518","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Lauderdale","077",,"St. Florian","1518",,,,,,,,,,,,"ST. FLORIAN TOWN",305
"G010265007701731","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Lauderdale","077",,"Underwood-Petersville","1731",,,,,,,,,,,,"UNDERWOOD-PETERSVILLE %CDP<",3836
"G010265007701790","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Lauderdale","077",,"Waterloo","1790",,,,,,,,,,,,"WATERLOO TOWN",260
"G010265007709999","1980","3","6","Alabama","01","FLORENCE, ALA.","2650","Lauderdale","077",,,"9999",,,,,,,,,,,,"REMAINDER OF LAUDERDALE DIVISION",35856
"G010288005500050","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Altoona","0050",,,,,,,,,,,,"ALTOONA TOWN",928
"G010288005500105","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Attalla","0105",,,,,,,,,,,,"ATTALLA CITY",7737
"G010288005500210","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Boaz","0210",,,,,,,,,,,,"BOAZ CITY",401
"G010288005500685","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Gadsden","0685",,,,,,,,,,,,"GADSDEN CITY",47565
"G010288005500745","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Glencoe","0745",,,,,,,,,,,,"GLENCOE CITY",4634
"G010288005500905","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Hokes Bluff","0905",,,,,,,,,,,,"HOKES BLUFF TOWN",3216
"G010288005501202","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Mountainboro","1202",,,,,,,,,,,,"MOUNTAINBORO TOWN",266
"G010288005501430","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Rainbow City","1430",,,,,,,,,,,,"RAINBOW CITY CITY",6299
"G010288005501460","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Reece City","1460",,,,,,,,,,,,"REECE CITY TOWN",718
"G010288005501473","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Ridgeville","1473",,,,,,,,,,,,"RIDGEVILLE TOWN",182
"G010288005501532","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Sardis","1532",,,,,,,,,,,,"SARDIS CITY",883
"G010288005501595","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Southside","1595",,,,,,,,,,,,"SOUTHSIDE TOWN",4806
"G010288005501780","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,"Walnut Grove","1780",,,,,,,,,,,,"WALNUT GROVE TOWN",510
"G010288005509999","1980","3","6","Alabama","01","GADSDEN, ALA.","2880","Etowah","055",,,"9999",,,,,,,,,,,,"REMAINDER OF ETOWAH DIVISION",24912
"G010344008300070","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Limestone","083",,"Ardmore","0070",,,,,,,,,,,,"ARDMORE TOWN",1096
"G010344008300095","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Limestone","083",,"Athens","0095",,,,,,,,,,,,"ATHENS CITY",14558
"G010344008300540","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Limestone","083",,"Elkmont","0540",,,,,,,,,,,,"ELKMONT TOWN",429
"G010344008301023","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Limestone","083",,"Lester","1023",,,,,,,,,,,,"LESTER TOWN",117
"G010344008301185","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Limestone","083",,"Mooresville","1185",,,,,,,,,,,,"MOORESVILLE TOWN",58
"G010344008309999","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Limestone","083",,,"9999",,,,,,,,,,,,"REMAINDER OF LIMESTONE DIVISION",29747
"G010344008900817","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Madison","089",,"Gurley","0817",,,,,,,,,,,,"GURLEY TOWN",735
"G010344008900868","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Madison","089",,"Hazel Green","0868",,,,,,,,,,,,"HAZEL GREEN %CDP<",1503
"G010344008900935","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Madison","089",,"Huntsville","0935",,,,,,,,,,,,"HUNTSVILLE CITY",142513
"G010344008901095","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Madison","089",,"Madison","1095",,,,,,,,,,,,"MADISON CITY",4057
"G010344008901132","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Madison","089",,"Meridianville","1132",,,,,,,,,,,,"MERIDIANVILLE %CDP<",1403
"G010344008901250","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Madison","089",,"New Hope","1250",,,,,,,,,,,,"NEW HOPE TOWN",1546
"G010344008901324","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Madison","089",,"Owens Crossroads","1324",,,,,,,,,,,,"OWENS CROSSROADS TOWN",804
"G010344008901457","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Madison","089",,"Redstone Arsenal","1457",,,,,,,,,,,,"REDSTONE ARSENAL %CDP<",5728
"G010344008901702","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Madison","089",,"Triana","1702",,,,,,,,,,,,"TRIANA TOWN",285
"G010344008909999","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Madison","089",,,"9999",,,,,,,,,,,,"REMAINDER OF MADISON DIVISION",38392
"G010344009500030","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Marshall","095",,"Albertville","0030",,,,,,,,,,,,"ALBERTVILLE CITY",12039
"G010344009500065","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Marshall","095",,"Arab","0065",,,,,,,,,,,,"ARAB CITY",5967
"G010344009500210","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Marshall","095",,"Boaz","0210",,,,,,,,,,,,"BOAZ CITY",6750
"G010344009500507","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Marshall","095",,"Douglas","0507",,,,,,,,,,,,"DOUGLAS TOWN",116
"G010344009500775","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Marshall","095",,"Grant","0775",,,,,,,,,,,,"GRANT TOWN",632
"G010344009500815","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Marshall","095",,"Guntersville","0815",,,,,,,,,,,,"GUNTERSVILLE CITY",7041
"G010344009501734","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Marshall","095",,"Union Grove","1734",,,,,,,,,,,,"UNION GROVE TOWN",127
"G010344009509999","1980","3","6","Alabama","01","HUNTSVILLE, ALA.","3440","Marshall","095",,,"9999",,,,,,,,,,,,"REMAINDER OF MARSHALL DIVISION",32950
"G010516000300135","1980","3","6","Alabama","01","MOBILE, ALA.","5160","Baldwin","003",,"Bay Minette","0135",,,,,,,,,,,,"BAY MINETTE CITY",7455
"G010516000300465","1980","3","6","Alabama","01","MOBILE, ALA.","5160","Baldwin","003",,"Daphne","0465",,,,,,,,,,,,"DAPHNE CITY",3406
"G010516000300535","1980","3","6","Alabama","01","MOBILE, ALA.","5160","Baldwin","003",,"Elberta","0535",,,,,,,,,,,,"ELBERTA TOWN",491
"G010516000300595","1980","3","6","Alabama","01","MOBILE, ALA.","5160","Baldwin","003",,"Fairhope","0595",,,,,,,,,,,,"FAIRHOPE CITY",7286
"G010516000300645","1980","3","6","Alabama","01","MOBILE, ALA.","5160","Baldwin","003",,"Foley","0645",,,,,,,,,,,,"FOLEY CITY",4003
"G010516000300810","1980","3","6","Alabama","01","MOBILE, ALA.","5160","Baldwin","003",,"Gulf Shores","0810",,,,,,,,,,,,"GULF SHORES TOWN",1349
"G010516000301001","1980","3","6","Alabama","01","MOBILE, ALA.","5160","Baldwin","003",,"Lake Forest","1001",,,,,,,,,,,,"LAKE FOREST %CDP<",3489
"G010516000301075","1980","3","6","Alabama","01","MOBILE, ALA.","5160","Baldwin","003",,"Loxley","1075",,,,,,,,,,,,"LOXLEY TOWN",804
"G010516000301408","1980","3","6","Alabama","01","MOBILE, ALA.","5160","Baldwin","003",,"Point Clear","1408",,,,,,,,,,,,"POINT CLEAR %CDP<",1812
"G010516000301495","1980","3","6","Alabama","01","MOBILE, ALA.","5160","Baldwin","003",,"Robertsdale","1495",,,,,,,,,,,,"ROBERTSDALE CITY",2306
"G010516000301580","1980","3","6","Alabama","01","MOBILE, ALA.","5160","Baldwin","003",,"Silverhill","1580",,,,,,,,,,,,"SILVERHILL TOWN",624
