GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,C7L001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,Standard Metropolitan Statistical Area Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Block Code,Enumeration District Indicator Code,Enumeration District Code,Standard Consolidated Statistical Area Code,Urban Area Code,Congressional District Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,MCD Sequence Number Code,5-Digit Zip Code Code,Area Name,Total
"G0100010","1980","3","6","Alabama","01","5240","Autauga","001",,,,,,,,,,,,,,"AUTAUGA COUNTY",32259
"G0100030","1980","3","6","Alabama","01","5160","Baldwin","003",,,,,,,,,,,,,,"BALDWIN COUNTY",78556
"G0100050","1980","3","6","Alabama","01",,"Barbour","005",,,,,,,,,,,,,,"BARBOUR COUNTY",24756
"G0100070","1980","3","6","Alabama","01",,"Bibb","007",,,,,,,,,,,,,,"BIBB COUNTY",15723
"G0100090","1980","3","6","Alabama","01",,"Blount","009",,,,,,,,,,,,,,"BLOUNT COUNTY",36459
"G0100110","1980","3","6","Alabama","01",,"Bullock","011",,,,,,,,,,,,,,"BULLOCK COUNTY",10596
"G0100130","1980","3","6","Alabama","01",,"Butler","013",,,,,,,,,,,,,,"BUTLER COUNTY",21680
"G0100150","1980","3","6","Alabama","01","0450","Calhoun","015",,,,,,,,,,,,,,"CALHOUN COUNTY",119761
"G0100170","1980","3","6","Alabama","01",,"Chambers","017",,,,,,,,,,,,,,"CHAMBERS COUNTY",39191
"G0100190","1980","3","6","Alabama","01",,"Cherokee","019",,,,,,,,,,,,,,"CHEROKEE COUNTY",18760
"G0100210","1980","3","6","Alabama","01",,"Chilton","021",,,,,,,,,,,,,,"CHILTON COUNTY",30612
"G0100230","1980","3","6","Alabama","01",,"Choctaw","023",,,,,,,,,,,,,,"CHOCTAW COUNTY",16839
"G0100250","1980","3","6","Alabama","01",,"Clarke","025",,,,,,,,,,,,,,"CLARKE COUNTY",27702
"G0100270","1980","3","6","Alabama","01",,"Clay","027",,,,,,,,,,,,,,"CLAY COUNTY",13703
"G0100290","1980","3","6","Alabama","01",,"Cleburne","029",,,,,,,,,,,,,,"CLEBURNE COUNTY",12595
"G0100310","1980","3","6","Alabama","01",,"Coffee","031",,,,,,,,,,,,,,"COFFEE COUNTY",38533
"G0100330","1980","3","6","Alabama","01","2650","Colbert","033",,,,,,,,,,,,,,"COLBERT COUNTY",54519
"G0100350","1980","3","6","Alabama","01",,"Conecuh","035",,,,,,,,,,,,,,"CONECUH COUNTY",15884
"G0100370","1980","3","6","Alabama","01",,"Coosa","037",,,,,,,,,,,,,,"COOSA COUNTY",11377
"G0100390","1980","3","6","Alabama","01",,"Covington","039",,,,,,,,,,,,,,"COVINGTON COUNTY",36850
"G0100410","1980","3","6","Alabama","01",,"Crenshaw","041",,,,,,,,,,,,,,"CRENSHAW COUNTY",14110
"G0100430","1980","3","6","Alabama","01",,"Cullman","043",,,,,,,,,,,,,,"CULLMAN COUNTY",61642
"G0100450","1980","3","6","Alabama","01",,"Dale","045",,,,,,,,,,,,,,"DALE COUNTY",47821
"G0100470","1980","3","6","Alabama","01",,"Dallas","047",,,,,,,,,,,,,,"DALLAS COUNTY",53981
"G0100490","1980","3","6","Alabama","01",,"DeKalb","049",,,,,,,,,,,,,,"DE KALB COUNTY",53658
"G0100510","1980","3","6","Alabama","01","5240","Elmore","051",,,,,,,,,,,,,,"ELMORE COUNTY",43390
"G0100530","1980","3","6","Alabama","01",,"Escambia","053",,,,,,,,,,,,,,"ESCAMBIA COUNTY",38440
"G0100550","1980","3","6","Alabama","01","2880","Etowah","055",,,,,,,,,,,,,,"ETOWAH COUNTY",103057
"G0100570","1980","3","6","Alabama","01",,"Fayette","057",,,,,,,,,,,,,,"FAYETTE COUNTY",18809
"G0100590","1980","3","6","Alabama","01",,"Franklin","059",,,,,,,,,,,,,,"FRANKLIN COUNTY",28350
"G0100610","1980","3","6","Alabama","01",,"Geneva","061",,,,,,,,,,,,,,"GENEVA COUNTY",24253
"G0100630","1980","3","6","Alabama","01",,"Greene","063",,,,,,,,,,,,,,"GREENE COUNTY",11021
"G0100650","1980","3","6","Alabama","01",,"Hale","065",,,,,,,,,,,,,,"HALE COUNTY",15604
"G0100670","1980","3","6","Alabama","01",,"Henry","067",,,,,,,,,,,,,,"HENRY COUNTY",15302
"G0100690","1980","3","6","Alabama","01",,"Houston","069",,,,,,,,,,,,,,"HOUSTON COUNTY",74632
"G0100710","1980","3","6","Alabama","01",,"Jackson","071",,,,,,,,,,,,,,"JACKSON COUNTY",51407
"G0100730","1980","3","6","Alabama","01","1000","Jefferson","073",,,,,,,,,,,,,,"JEFFERSON COUNTY",671324
"G0100750","1980","3","6","Alabama","01",,"Lamar","075",,,,,,,,,,,,,,"LAMAR COUNTY",16453
"G0100770","1980","3","6","Alabama","01","2650","Lauderdale","077",,,,,,,,,,,,,,"LAUDERDALE COUNTY",80546
"G0100790","1980","3","6","Alabama","01",,"Lawrence","079",,,,,,,,,,,,,,"LAWRENCE COUNTY",30170
"G0100810","1980","3","6","Alabama","01",,"Lee","081",,,,,,,,,,,,,,"LEE COUNTY",76283
"G0100830","1980","3","6","Alabama","01","3440","Limestone","083",,,,,,,,,,,,,,"LIMESTONE COUNTY",46005
"G0100850","1980","3","6","Alabama","01",,"Lowndes","085",,,,,,,,,,,,,,"LOWNDES COUNTY",13253
"G0100870","1980","3","6","Alabama","01",,"Macon","087",,,,,,,,,,,,,,"MACON COUNTY",26829
"G0100890","1980","3","6","Alabama","01","3440","Madison","089",,,,,,,,,,,,,,"MADISON COUNTY",196966
"G0100910","1980","3","6","Alabama","01",,"Marengo","091",,,,,,,,,,,,,,"MARENGO COUNTY",25047
"G0100930","1980","3","6","Alabama","01",,"Marion","093",,,,,,,,,,,,,,"MARION COUNTY",30041
"G0100950","1980","3","6","Alabama","01","3440","Marshall","095",,,,,,,,,,,,,,"MARSHALL COUNTY",65622
"G0100970","1980","3","6","Alabama","01","5160","Mobile","097",,,,,,,,,,,,,,"MOBILE COUNTY",364980
"G0100990","1980","3","6","Alabama","01",,"Monroe","099",,,,,,,,,,,,,,"MONROE COUNTY",22651
"G0101010","1980","3","6","Alabama","01","5240","Montgomery","101",,,,,,,,,,,,,,"MONTGOMERY COUNTY",197038
"G0101030","1980","3","6","Alabama","01",,"Morgan","103",,,,,,,,,,,,,,"MORGAN COUNTY",90231
"G0101050","1980","3","6","Alabama","01",,"Perry","105",,,,,,,,,,,,,,"PERRY COUNTY",15012
"G0101070","1980","3","6","Alabama","01",,"Pickens","107",,,,,,,,,,,,,,"PICKENS COUNTY",21481
"G0101090","1980","3","6","Alabama","01",,"Pike","109",,,,,,,,,,,,,,"PIKE COUNTY",28050
"G0101110","1980","3","6","Alabama","01",,"Randolph","111",,,,,,,,,,,,,,"RANDOLPH COUNTY",20075
"G0101130","1980","3","6","Alabama","01","1800","Russell","113",,,,,,,,,,,,,,"RUSSELL COUNTY",47356
"G0101150","1980","3","6","Alabama","01","1000","St Clair","115",,,,,,,,,,,,,,"ST. CLAIR COUNTY",41205
"G0101170","1980","3","6","Alabama","01","1000","Shelby","117",,,,,,,,,,,,,,"SHELBY COUNTY",66298
"G0101190","1980","3","6","Alabama","01",,"Sumter","119",,,,,,,,,,,,,,"SUMTER COUNTY",16908
"G0101210","1980","3","6","Alabama","01",,"Talladega","121",,,,,,,,,,,,,,"TALLADEGA COUNTY",73826
"G0101230","1980","3","6","Alabama","01",,"Tallapoosa","123",,,,,,,,,,,,,,"TALLAPOOSA COUNTY",38676
"G0101250","1980","3","6","Alabama","01","8600","Tuscaloosa","125",,,,,,,,,,,,,,"TUSCALOOSA COUNTY",137541
"G0101270","1980","3","6","Alabama","01","1000","Walker","127",,,,,,,,,,,,,,"WALKER COUNTY",68660
"G0101290","1980","3","6","Alabama","01",,"Washington","129",,,,,,,,,,,,,,"WASHINGTON COUNTY",16821
"G0101310","1980","3","6","Alabama","01",,"Wilcox","131",,,,,,,,,,,,,,"WILCOX COUNTY",14755
"G0101330","1980","3","6","Alabama","01",,"Winston","133",,,,,,,,,,,,,,"WINSTON COUNTY",21953
"G0200100","1980","4","9","Alaska","02",,"Aleutian Islands","010",,,,,,,,,,,,,,"ALEUTIAN ISLANDS CENSUS AREA",7768
"G0200200","1980","4","9","Alaska","02","0380","Anchorage","020",,,,,,,,,,,,,,"ANCHORAGE BOROUGH",174431
"G0200500","1980","4","9","Alaska","02",,"Bethel","050",,,,,,,,,,,,,,"BETHEL CENSUS AREA",10999
"G0200600","1980","4","9","Alaska","02",,"Bristol Bay Borough","060",,,,,,,,,,,,,,"BRISTOL BAY BOROUGH",1094
"G0200700","1980","4","9","Alaska","02",,"Dillingham","070",,,,,,,,,,,,,,"DILLINGHAM CENSUS AREA",4616
"G0200900","1980","4","9","Alaska","02",,"Fairbanks North Star","090",,,,,,,,,,,,,,"FAIRBANKS NORTH STAR BOROUGH",53983
"G0201000","1980","4","9","Alaska","02",,"Haines","100",,,,,,,,,,,,,,"HAINES BOROUGH",1680
"G0201100","1980","4","9","Alaska","02",,"Juneau","110",,,,,,,,,,,,,,"JUNEAU BOROUGH",19528
"G0201220","1980","4","9","Alaska","02",,"Kenai Peninsula","122",,,,,,,,,,,,,,"KENAI PENINSULA BOROUGH",25282
"G0201300","1980","4","9","Alaska","02",,"Ketchikan Gateway","130",,,,,,,,,,,,,,"KETCHIKAN GATEWAY BOROUGH",11316
"G0201400","1980","4","9","Alaska","02",,"Kobuk","140",,,,,,,,,,,,,,"KOBUK CENSUS AREA",4831
"G0201500","1980","4","9","Alaska","02",,"Kodiak Island","150",,,,,,,,,,,,,,"KODIAK ISLAND BOROUGH",9939
"G0201700","1980","4","9","Alaska","02",,"Matanuska-Susitna","170",,,,,,,,,,,,,,"MATANUSKA-SUSITNA BOROUGH",17816
"G0201800","1980","4","9","Alaska","02",,"Nome","180",,,,,,,,,,,,,,"NOME CENSUS AREA",6537
"G0201850","1980","4","9","Alaska","02",,"North Slope","185",,,,,,,,,,,,,,"NORTH SLOPE BOROUGH",4199
"G0202010","1980","4","9","Alaska","02",,"Prince Of Wales-Outer Ketchikan","201",,,,,,,,,,,,,,"PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA",3822
"G0202200","1980","4","9","Alaska","02",,"Sitka","220",,,,,,,,,,,,,,"SITKA BOROUGH",7803
"G0202310","1980","4","9","Alaska","02",,"Skagway-Yakutat-Angoon","231",,,,,,,,,,,,,,"SKAGWAY-YAKUTAT-ANGOON CENSUS AREA",3478
"G0202400","1980","4","9","Alaska","02",,"Southeast Fairbanks","240",,,,,,,,,,,,,,"SOUTHEAST FAIRBANKS CENSUS AREA",5676
"G0202610","1980","4","9","Alaska","02",,"Valdez-Cordova","261",,,,,,,,,,,,,,"VALDEZ-CORDOVA CENSUS AREA",8348
"G0202700","1980","4","9","Alaska","02",,"Wade Hampton","270",,,,,,,,,,,,,,"WADE HAMPTON CENSUS AREA",4665
"G0202800","1980","4","9","Alaska","02",,"Wrangell-Petersburg","280",,,,,,,,,,,,,,"WRANGELL-PETERSBURG CENSUS AREA",6167
"G0202900","1980","4","9","Alaska","02",,"Yukon-Koyukuk","290",,,,,,,,,,,,,,"YUKON-KOYUKUK CENSUS AREA",7873
"G0400010","1980","4","8","Arizona","04",,"Apache","001",,,,,,,,,,,,,,"APACHE COUNTY",52108
"G0400030","1980","4","8","Arizona","04",,"Cochise","003",,,,,,,,,,,,,,"COCHISE COUNTY",85686
"G0400050","1980","4","8","Arizona","04",,"Coconino","005",,,,,,,,,,,,,,"COCONINO COUNTY",75008
"G0400070","1980","4","8","Arizona","04",,"Gila","007",,,,,,,,,,,,,,"GILA COUNTY",37080
"G0400090","1980","4","8","Arizona","04",,"Graham","009",,,,,,,,,,,,,,"GRAHAM COUNTY",22862
"G0400110","1980","4","8","Arizona","04",,"Greenlee","011",,,,,,,,,,,,,,"GREENLEE COUNTY",11406
"G0400130","1980","4","8","Arizona","04","6200","Maricopa","013",,,,,,,,,,,,,,"MARICOPA COUNTY",1509052
"G0400150","1980","4","8","Arizona","04",,"Mohave","015",,,,,,,,,,,,,,"MOHAVE COUNTY",55865
"G0400170","1980","4","8","Arizona","04",,"Navajo","017",,,,,,,,,,,,,,"NAVAJO COUNTY",67629
"G0400190","1980","4","8","Arizona","04","8520","Pima","019",,,,,,,,,,,,,,"PIMA COUNTY",531443
"G0400210","1980","4","8","Arizona","04",,"Pinal","021",,,,,,,,,,,,,,"PINAL COUNTY",90918
"G0400230","1980","4","8","Arizona","04",,"Santa Cruz","023",,,,,,,,,,,,,,"SANTA CRUZ COUNTY",20459
"G0400250","1980","4","8","Arizona","04",,"Yavapai","025",,,,,,,,,,,,,,"YAVAPAI COUNTY",68145
"G0400270","1980","4","8","Arizona","04",,"Yuma","027",,,,,,,,,,,,,,"YUMA COUNTY",90554
"G0500010","1980","3","7","Arkansas","05",,"Arkansas","001",,,,,,,,,,,,,,"ARKANSAS COUNTY",24175
"G0500030","1980","3","7","Arkansas","05",,"Ashley","003",,,,,,,,,,,,,,"ASHLEY COUNTY",26538
"G0500050","1980","3","7","Arkansas","05",,"Baxter","005",,,,,,,,,,,,,,"BAXTER COUNTY",27409
"G0500070","1980","3","7","Arkansas","05","2580","Benton","007",,,,,,,,,,,,,,"BENTON COUNTY",78115
"G0500090","1980","3","7","Arkansas","05",,"Boone","009",,,,,,,,,,,,,,"BOONE COUNTY",26067
"G0500110","1980","3","7","Arkansas","05",,"Bradley","011",,,,,,,,,,,,,,"BRADLEY COUNTY",13803
"G0500130","1980","3","7","Arkansas","05",,"Calhoun","013",,,,,,,,,,,,,,"CALHOUN COUNTY",6079
"G0500150","1980","3","7","Arkansas","05",,"Carroll","015",,,,,,,,,,,,,,"CARROLL COUNTY",16203
"G0500170","1980","3","7","Arkansas","05",,"Chicot","017",,,,,,,,,,,,,,"CHICOT COUNTY",17793
"G0500190","1980","3","7","Arkansas","05",,"Clark","019",,,,,,,,,,,,,,"CLARK COUNTY",23326
"G0500210","1980","3","7","Arkansas","05",,"Clay","021",,,,,,,,,,,,,,"CLAY COUNTY",20616
"G0500230","1980","3","7","Arkansas","05",,"Cleburne","023",,,,,,,,,,,,,,"CLEBURNE COUNTY",16909
"G0500250","1980","3","7","Arkansas","05",,"Cleveland","025",,,,,,,,,,,,,,"CLEVELAND COUNTY",7868
"G0500270","1980","3","7","Arkansas","05",,"Columbia","027",,,,,,,,,,,,,,"COLUMBIA COUNTY",26644
"G0500290","1980","3","7","Arkansas","05",,"Conway","029",,,,,,,,,,,,,,"CONWAY COUNTY",19505
"G0500310","1980","3","7","Arkansas","05",,"Craighead","031",,,,,,,,,,,,,,"CRAIGHEAD COUNTY",63239
"G0500330","1980","3","7","Arkansas","05","2720","Crawford","033",,,,,,,,,,,,,,"CRAWFORD COUNTY",36892
"G0500350","1980","3","7","Arkansas","05","4920","Crittenden","035",,,,,,,,,,,,,,"CRITTENDEN COUNTY",49499
"G0500370","1980","3","7","Arkansas","05",,"Cross","037",,,,,,,,,,,,,,"CROSS COUNTY",20434
"G0500390","1980","3","7","Arkansas","05",,"Dallas","039",,,,,,,,,,,,,,"DALLAS COUNTY",10515
"G0500410","1980","3","7","Arkansas","05",,"Desha","041",,,,,,,,,,,,,,"DESHA COUNTY",19760
"G0500430","1980","3","7","Arkansas","05",,"Drew","043",,,,,,,,,,,,,,"DREW COUNTY",17910
"G0500450","1980","3","7","Arkansas","05",,"Faulkner","045",,,,,,,,,,,,,,"FAULKNER COUNTY",46192
"G0500470","1980","3","7","Arkansas","05",,"Franklin","047",,,,,,,,,,,,,,"FRANKLIN COUNTY",14705
"G0500490","1980","3","7","Arkansas","05",,"Fulton","049",,,,,,,,,,,,,,"FULTON COUNTY",9975
"G0500510","1980","3","7","Arkansas","05",,"Garland","051",,,,,,,,,,,,,,"GARLAND COUNTY",70531
"G0500530","1980","3","7","Arkansas","05",,"Grant","053",,,,,,,,,,,,,,"GRANT COUNTY",13008
"G0500550","1980","3","7","Arkansas","05",,"Greene","055",,,,,,,,,,,,,,"GREENE COUNTY",30744
"G0500570","1980","3","7","Arkansas","05",,"Hempstead","057",,,,,,,,,,,,,,"HEMPSTEAD COUNTY",23635
"G0500590","1980","3","7","Arkansas","05",,"Hot Spring","059",,,,,,,,,,,,,,"HOT SPRING COUNTY",26819
"G0500610","1980","3","7","Arkansas","05",,"Howard","061",,,,,,,,,,,,,,"HOWARD COUNTY",13459
"G0500630","1980","3","7","Arkansas","05",,"Independence","063",,,,,,,,,,,,,,"INDEPENDENCE COUNTY",30147
"G0500650","1980","3","7","Arkansas","05",,"Izard","065",,,,,,,,,,,,,,"IZARD COUNTY",10768
"G0500670","1980","3","7","Arkansas","05",,"Jackson","067",,,,,,,,,,,,,,"JACKSON COUNTY",21646
"G0500690","1980","3","7","Arkansas","05","6240","Jefferson","069",,,,,,,,,,,,,,"JEFFERSON COUNTY",90718
"G0500710","1980","3","7","Arkansas","05",,"Johnson","071",,,,,,,,,,,,,,"JOHNSON COUNTY",17423
"G0500730","1980","3","7","Arkansas","05",,"Lafayette","073",,,,,,,,,,,,,,"LAFAYETTE COUNTY",10213
"G0500750","1980","3","7","Arkansas","05",,"Lawrence","075",,,,,,,,,,,,,,"LAWRENCE COUNTY",18447
"G0500770","1980","3","7","Arkansas","05",,"Lee","077",,,,,,,,,,,,,,"LEE COUNTY",15539
"G0500790","1980","3","7","Arkansas","05",,"Lincoln","079",,,,,,,,,,,,,,"LINCOLN COUNTY",13369
"G0500810","1980","3","7","Arkansas","05","8360","Little River","081",,,,,,,,,,,,,,"LITTLE RIVER COUNTY",13952
"G0500830","1980","3","7","Arkansas","05",,"Logan","083",,,,,,,,,,,,,,"LOGAN COUNTY",20144
"G0500850","1980","3","7","Arkansas","05",,"Lonoke","085",,,,,,,,,,,,,,"LONOKE COUNTY",34518
"G0500870","1980","3","7","Arkansas","05",,"Madison","087",,,,,,,,,,,,,,"MADISON COUNTY",11373
"G0500890","1980","3","7","Arkansas","05",,"Marion","089",,,,,,,,,,,,,,"MARION COUNTY",11334
"G0500910","1980","3","7","Arkansas","05","8360","Miller","091",,,,,,,,,,,,,,"MILLER COUNTY",37766
"G0500930","1980","3","7","Arkansas","05",,"Mississippi","093",,,,,,,,,,,,,,"MISSISSIPPI COUNTY",59517
"G0500950","1980","3","7","Arkansas","05",,"Monroe","095",,,,,,,,,,,,,,"MONROE COUNTY",14052
"G0500970","1980","3","7","Arkansas","05",,"Montgomery","097",,,,,,,,,,,,,,"MONTGOMERY COUNTY",7771
"G0500990","1980","3","7","Arkansas","05",,"Nevada","099",,,,,,,,,,,,,,"NEVADA COUNTY",11097
"G0501010","1980","3","7","Arkansas","05",,"Newton","101",,,,,,,,,,,,,,"NEWTON COUNTY",7756
"G0501030","1980","3","7","Arkansas","05",,"Ouachita","103",,,,,,,,,,,,,,"OUACHITA COUNTY",30541
"G0501050","1980","3","7","Arkansas","05",,"Perry","105",,,,,,,,,,,,,,"PERRY COUNTY",7266
"G0501070","1980","3","7","Arkansas","05",,"Phillips","107",,,,,,,,,,,,,,"PHILLIPS COUNTY",34772
"G0501090","1980","3","7","Arkansas","05",,"Pike","109",,,,,,,,,,,,,,"PIKE COUNTY",10373
"G0501110","1980","3","7","Arkansas","05",,"Poinsett","111",,,,,,,,,,,,,,"POINSETT COUNTY",27032
"G0501130","1980","3","7","Arkansas","05",,"Polk","113",,,,,,,,,,,,,,"POLK COUNTY",17007
"G0501150","1980","3","7","Arkansas","05",,"Pope","115",,,,,,,,,,,,,,"POPE COUNTY",39021
"G0501170","1980","3","7","Arkansas","05",,"Prairie","117",,,,,,,,,,,,,,"PRAIRIE COUNTY",10140
"G0501190","1980","3","7","Arkansas","05","4400","Pulaski","119",,,,,,,,,,,,,,"PULASKI COUNTY",340613
"G0501210","1980","3","7","Arkansas","05",,"Randolph","121",,,,,,,,,,,,,,"RANDOLPH COUNTY",16834
"G0501230","1980","3","7","Arkansas","05",,"St Francis","123",,,,,,,,,,,,,,"ST. FRANCIS COUNTY",30858
"G0501250","1980","3","7","Arkansas","05","4400","Saline","125",,,,,,,,,,,,,,"SALINE COUNTY",53161
"G0501270","1980","3","7","Arkansas","05",,"Scott","127",,,,,,,,,,,,,,"SCOTT COUNTY",9685
"G0501290","1980","3","7","Arkansas","05",,"Searcy","129",,,,,,,,,,,,,,"SEARCY COUNTY",8847
"G0501310","1980","3","7","Arkansas","05","2720","Sebastian","131",,,,,,,,,,,,,,"SEBASTIAN COUNTY",95172
"G0501330","1980","3","7","Arkansas","05",,"Sevier","133",,,,,,,,,,,,,,"SEVIER COUNTY",14060
"G0501350","1980","3","7","Arkansas","05",,"Sharp","135",,,,,,,,,,,,,,"SHARP COUNTY",14607
"G0501370","1980","3","7","Arkansas","05",,"Stone","137",,,,,,,,,,,,,,"STONE COUNTY",9022
"G0501390","1980","3","7","Arkansas","05",,"Union","139",,,,,,,,,,,,,,"UNION COUNTY",48573
"G0501410","1980","3","7","Arkansas","05",,"Van Buren","141",,,,,,,,,,,,,,"VAN BUREN COUNTY",13357
"G0501430","1980","3","7","Arkansas","05","2580","Washington","143",,,,,,,,,,,,,,"WASHINGTON COUNTY",100494
"G0501450","1980","3","7","Arkansas","05",,"White","145",,,,,,,,,,,,,,"WHITE COUNTY",50835
"G0501470","1980","3","7","Arkansas","05",,"Woodruff","147",,,,,,,,,,,,,,"WOODRUFF COUNTY",11222
"G0501490","1980","3","7","Arkansas","05",,"Yell","149",,,,,,,,,,,,,,"YELL COUNTY",17026
"G0600010","1980","4","9","California","06","7360","Alameda","001",,,,,,,,"84",,,,,,"ALAMEDA COUNTY",1105379
"G0600030","1980","4","9","California","06",,"Alpine","003",,,,,,,,,,,,,,"ALPINE COUNTY",1097
"G0600050","1980","4","9","California","06",,"Amador","005",,,,,,,,,,,,,,"AMADOR COUNTY",19314
"G0600070","1980","4","9","California","06","1620","Butte","007",,,,,,,,,,,,,,"BUTTE COUNTY",143851
"G0600090","1980","4","9","California","06",,"Calaveras","009",,,,,,,,,,,,,,"CALAVERAS COUNTY",20710
"G0600110","1980","4","9","California","06",,"Colusa","011",,,,,,,,,,,,,,"COLUSA COUNTY",12791
"G0600130","1980","4","9","California","06","7360","Contra Costa","013",,,,,,,,"84",,,,,,"CONTRA COSTA COUNTY",656380
"G0600150","1980","4","9","California","06",,"Del Norte","015",,,,,,,,,,,,,,"DEL NORTE COUNTY",18217
"G0600170","1980","4","9","California","06",,"El Dorado","017",,,,,,,,,,,,,,"EL DORADO COUNTY",85812
"G0600190","1980","4","9","California","06","2840","Fresno","019",,,,,,,,,,,,,,"FRESNO COUNTY",514621
"G0600210","1980","4","9","California","06",,"Glenn","021",,,,,,,,,,,,,,"GLENN COUNTY",21350
"G0600230","1980","4","9","California","06",,"Humboldt","023",,,,,,,,,,,,,,"HUMBOLDT COUNTY",108514
"G0600250","1980","4","9","California","06",,"Imperial","025",,,,,,,,,,,,,,"IMPERIAL COUNTY",92110
"G0600270","1980","4","9","California","06",,"Inyo","027",,,,,,,,,,,,,,"INYO COUNTY",17895
"G0600290","1980","4","9","California","06","0680","Kern","029",,,,,,,,,,,,,,"KERN COUNTY",403089
"G0600310","1980","4","9","California","06",,"Kings","031",,,,,,,,,,,,,,"KINGS COUNTY",73738
"G0600330","1980","4","9","California","06",,"Lake","033",,,,,,,,,,,,,,"LAKE COUNTY",36366
"G0600350","1980","4","9","California","06",,"Lassen","035",,,,,,,,,,,,,,"LASSEN COUNTY",21661
"G0600370","1980","4","9","California","06","4480","Los Angeles","037",,,,,,,,"49",,,,,,"LOS ANGELES COUNTY",7477503
"G0600390","1980","4","9","California","06",,"Madera","039",,,,,,,,,,,,,,"MADERA COUNTY",63116
"G0600410","1980","4","9","California","06","7360","Marin","041",,,,,,,,"84",,,,,,"MARIN COUNTY",222568
"G0600430","1980","4","9","California","06",,"Mariposa","043",,,,,,,,,,,,,,"MARIPOSA COUNTY",11108
"G0600450","1980","4","9","California","06",,"Mendocino","045",,,,,,,,,,,,,,"MENDOCINO COUNTY",66738
"G0600470","1980","4","9","California","06",,"Merced","047",,,,,,,,,,,,,,"MERCED COUNTY",134560
"G0600490","1980","4","9","California","06",,"Modoc","049",,,,,,,,,,,,,,"MODOC COUNTY",8610
"G0600510","1980","4","9","California","06",,"Mono","051",,,,,,,,,,,,,,"MONO COUNTY",8577
"G0600530","1980","4","9","California","06","7120","Monterey","053",,,,,,,,,,,,,,"MONTEREY COUNTY",290444
"G0600550","1980","4","9","California","06","8720","Napa","055",,,,,,,,"84",,,,,,"NAPA COUNTY",99199
"G0600570","1980","4","9","California","06",,"Nevada","057",,,,,,,,,,,,,,"NEVADA COUNTY",51645
"G0600590","1980","4","9","California","06","0360","Orange","059",,,,,,,,"49",,,,,,"ORANGE COUNTY",1932709
"G0600610","1980","4","9","California","06","6920","Placer","061",,,,,,,,,,,,,,"PLACER COUNTY",117247
"G0600630","1980","4","9","California","06",,"Plumas","063",,,,,,,,,,,,,,"PLUMAS COUNTY",17340
"G0600650","1980","4","9","California","06","6780","Riverside","065",,,,,,,,"49",,,,,,"RIVERSIDE COUNTY",663166
"G0600670","1980","4","9","California","06","6920","Sacramento","067",,,,,,,,,,,,,,"SACRAMENTO COUNTY",783381
"G0600690","1980","4","9","California","06",,"San Benito","069",,,,,,,,,,,,,,"SAN BENITO COUNTY",25005
"G0600710","1980","4","9","California","06","6780","San Bernardino","071",,,,,,,,"49",,,,,,"SAN BERNARDINO COUNTY",895016
"G0600730","1980","4","9","California","06","7320","San Diego","073",,,,,,,,,,,,,,"SAN DIEGO COUNTY",1861846
"G0600750","1980","4","9","California","06","7360","San Francisco","075",,,,,,,,"84",,,,,,"SAN FRANCISCO COUNTY",678974
"G0600770","1980","4","9","California","06","8120","San Joaquin","077",,,,,,,,,,,,,,"SAN JOAQUIN COUNTY",347342
"G0600790","1980","4","9","California","06",,"San Luis Obispo","079",,,,,,,,,,,,,,"SAN LUIS OBISPO COUNTY",155435
"G0600810","1980","4","9","California","06","7360","San Mateo","081",,,,,,,,"84",,,,,,"SAN MATEO COUNTY",587329
"G0600830","1980","4","9","California","06","7480","Santa Barbara","083",,,,,,,,,,,,,,"SANTA BARBARA COUNTY",298694
"G0600850","1980","4","9","California","06","7400","Santa Clara","085",,,,,,,,"84",,,,,,"SANTA CLARA COUNTY",1295071
"G0600870","1980","4","9","California","06","7485","Santa Cruz","087",,,,,,,,,,,,,,"SANTA CRUZ COUNTY",188141
"G0600890","1980","4","9","California","06","6690","Shasta","089",,,,,,,,,,,,,,"SHASTA COUNTY",115715
"G0600910","1980","4","9","California","06",,"Sierra","091",,,,,,,,,,,,,,"SIERRA COUNTY",3073
"G0600930","1980","4","9","California","06",,"Siskiyou","093",,,,,,,,,,,,,,"SISKIYOU COUNTY",39732
"G0600950","1980","4","9","California","06","8720","Solano","095",,,,,,,,"84",,,,,,"SOLANO COUNTY",235203
"G0600970","1980","4","9","California","06","7500","Sonoma","097",,,,,,,,"84",,,,,,"SONOMA COUNTY",299681
"G0600990","1980","4","9","California","06","5170","Stanislaus","099",,,,,,,,,,,,,,"STANISLAUS COUNTY",265900
"G0601010","1980","4","9","California","06","9340","Sutter","101",,,,,,,,,,,,,,"SUTTER COUNTY",52246
"G0601030","1980","4","9","California","06",,"Tehama","103",,,,,,,,,,,,,,"TEHAMA COUNTY",38888
