GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,C7L001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,Standard Metropolitan Statistical Area Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Block Code,Enumeration District Indicator Code,Enumeration District Code,Standard Consolidated Statistical Area Code,Urban Area Code,Congressional District Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,MCD Sequence Number Code,5-Digit Zip Code Code,Area Name,Total
"G2901510","1980","2","4","Missouri","29",,"Osage","151",,,,,,,,,,,,,,"OSAGE COUNTY",12014
"G2901530","1980","2","4","Missouri","29",,"Ozark","153",,,,,,,,,,,,,,"OZARK COUNTY",7961
"G2901550","1980","2","4","Missouri","29",,"Pemiscot","155",,,,,,,,,,,,,,"PEMISCOT COUNTY",24987
"G2901570","1980","2","4","Missouri","29",,"Perry","157",,,,,,,,,,,,,,"PERRY COUNTY",16784
"G2901590","1980","2","4","Missouri","29",,"Pettis","159",,,,,,,,,,,,,,"PETTIS COUNTY",36378
"G2901610","1980","2","4","Missouri","29",,"Phelps","161",,,,,,,,,,,,,,"PHELPS COUNTY",33633
"G2901630","1980","2","4","Missouri","29",,"Pike","163",,,,,,,,,,,,,,"PIKE COUNTY",17568
"G2901650","1980","2","4","Missouri","29","3760","Platte","165",,,,,,,,,,,,,,"PLATTE COUNTY",46341
"G2901670","1980","2","4","Missouri","29",,"Polk","167",,,,,,,,,,,,,,"POLK COUNTY",18822
"G2901690","1980","2","4","Missouri","29",,"Pulaski","169",,,,,,,,,,,,,,"PULASKI COUNTY",42011
"G2901710","1980","2","4","Missouri","29",,"Putnam","171",,,,,,,,,,,,,,"PUTNAM COUNTY",6092
"G2901730","1980","2","4","Missouri","29",,"Ralls","173",,,,,,,,,,,,,,"RALLS COUNTY",8911
"G2901750","1980","2","4","Missouri","29",,"Randolph","175",,,,,,,,,,,,,,"RANDOLPH COUNTY",25460
"G2901770","1980","2","4","Missouri","29","3760","Ray","177",,,,,,,,,,,,,,"RAY COUNTY",21378
"G2901790","1980","2","4","Missouri","29",,"Reynolds","179",,,,,,,,,,,,,,"REYNOLDS COUNTY",7230
"G2901810","1980","2","4","Missouri","29",,"Ripley","181",,,,,,,,,,,,,,"RIPLEY COUNTY",12458
"G2901830","1980","2","4","Missouri","29","7040","St Charles","183",,,,,,,,,,,,,,"ST. CHARLES COUNTY",144107
"G2901850","1980","2","4","Missouri","29",,"St Clair","185",,,,,,,,,,,,,,"ST. CLAIR COUNTY",8622
"G2901860","1980","2","4","Missouri","29",,"Ste Genevieve","186",,,,,,,,,,,,,,"STE. GENEVIEVE COUNTY",15180
"G2901870","1980","2","4","Missouri","29",,"St Francois","187",,,,,,,,,,,,,,"ST. FRANCOIS COUNTY",42600
"G2901890","1980","2","4","Missouri","29","7040","St Louis","189",,,,,,,,,,,,,,"ST. LOUIS COUNTY",973896
"G2901950","1980","2","4","Missouri","29",,"Saline","195",,,,,,,,,,,,,,"SALINE COUNTY",24919
"G2901970","1980","2","4","Missouri","29",,"Schuyler","197",,,,,,,,,,,,,,"SCHUYLER COUNTY",4979
"G2901990","1980","2","4","Missouri","29",,"Scotland","199",,,,,,,,,,,,,,"SCOTLAND COUNTY",5415
"G2902010","1980","2","4","Missouri","29",,"Scott","201",,,,,,,,,,,,,,"SCOTT COUNTY",39647
"G2902030","1980","2","4","Missouri","29",,"Shannon","203",,,,,,,,,,,,,,"SHANNON COUNTY",7885
"G2902050","1980","2","4","Missouri","29",,"Shelby","205",,,,,,,,,,,,,,"SHELBY COUNTY",7826
"G2902070","1980","2","4","Missouri","29",,"Stoddard","207",,,,,,,,,,,,,,"STODDARD COUNTY",29009
"G2902090","1980","2","4","Missouri","29",,"Stone","209",,,,,,,,,,,,,,"STONE COUNTY",15587
"G2902110","1980","2","4","Missouri","29",,"Sullivan","211",,,,,,,,,,,,,,"SULLIVAN COUNTY",7434
"G2902130","1980","2","4","Missouri","29",,"Taney","213",,,,,,,,,,,,,,"TANEY COUNTY",20467
"G2902150","1980","2","4","Missouri","29",,"Texas","215",,,,,,,,,,,,,,"TEXAS COUNTY",21070
"G2902170","1980","2","4","Missouri","29",,"Vernon","217",,,,,,,,,,,,,,"VERNON COUNTY",19806
"G2902190","1980","2","4","Missouri","29",,"Warren","219",,,,,,,,,,,,,,"WARREN COUNTY",14900
"G2902210","1980","2","4","Missouri","29",,"Washington","221",,,,,,,,,,,,,,"WASHINGTON COUNTY",17983
"G2902230","1980","2","4","Missouri","29",,"Wayne","223",,,,,,,,,,,,,,"WAYNE COUNTY",11277
"G2902250","1980","2","4","Missouri","29",,"Webster","225",,,,,,,,,,,,,,"WEBSTER COUNTY",20414
"G2902270","1980","2","4","Missouri","29",,"Worth","227",,,,,,,,,,,,,,"WORTH COUNTY",3008
"G2902290","1980","2","4","Missouri","29",,"Wright","229",,,,,,,,,,,,,,"WRIGHT COUNTY",16188
"G2905100","1980","2","4","Missouri","29","7040","St Louis City","510",,,,,,,,,,,,,,"ST. LOUIS CITY",453085
"G3000010","1980","4","8","Montana","30",,"Beaverhead","001",,,,,,,,,,,,,,"BEAVERHEAD COUNTY",8186
"G3000030","1980","4","8","Montana","30",,"Big Horn","003",,,,,,,,,,,,,,"BIG HORN COUNTY",11096
"G3000050","1980","4","8","Montana","30",,"Blaine","005",,,,,,,,,,,,,,"BLAINE COUNTY",6999
"G3000070","1980","4","8","Montana","30",,"Broadwater","007",,,,,,,,,,,,,,"BROADWATER COUNTY",3267
"G3000090","1980","4","8","Montana","30",,"Carbon","009",,,,,,,,,,,,,,"CARBON COUNTY",8099
"G3000110","1980","4","8","Montana","30",,"Carter","011",,,,,,,,,,,,,,"CARTER COUNTY",1799
"G3000130","1980","4","8","Montana","30","3040","Cascade","013",,,,,,,,,,,,,,"CASCADE COUNTY",80696
"G3000150","1980","4","8","Montana","30",,"Chouteau","015",,,,,,,,,,,,,,"CHOUTEAU COUNTY",6092
"G3000170","1980","4","8","Montana","30",,"Custer","017",,,,,,,,,,,,,,"CUSTER COUNTY",13109
"G3000190","1980","4","8","Montana","30",,"Daniels","019",,,,,,,,,,,,,,"DANIELS COUNTY",2835
"G3000210","1980","4","8","Montana","30",,"Dawson","021",,,,,,,,,,,,,,"DAWSON COUNTY",11805
"G3000230","1980","4","8","Montana","30",,"Deer Lodge","023",,,,,,,,,,,,,,"DEER LODGE COUNTY",12518
"G3000250","1980","4","8","Montana","30",,"Fallon","025",,,,,,,,,,,,,,"FALLON COUNTY",3763
"G3000270","1980","4","8","Montana","30",,"Fergus","027",,,,,,,,,,,,,,"FERGUS COUNTY",13076
"G3000290","1980","4","8","Montana","30",,"Flathead","029",,,,,,,,,,,,,,"FLATHEAD COUNTY",51966
"G3000310","1980","4","8","Montana","30",,"Gallatin","031",,,,,,,,,,,,,,"GALLATIN COUNTY",42865
"G3000330","1980","4","8","Montana","30",,"Garfield","033",,,,,,,,,,,,,,"GARFIELD COUNTY",1656
"G3000350","1980","4","8","Montana","30",,"Glacier","035",,,,,,,,,,,,,,"GLACIER COUNTY",10628
"G3000370","1980","4","8","Montana","30",,"Golden Valley","037",,,,,,,,,,,,,,"GOLDEN VALLEY COUNTY",1026
"G3000390","1980","4","8","Montana","30",,"Granite","039",,,,,,,,,,,,,,"GRANITE COUNTY",2700
"G3000410","1980","4","8","Montana","30",,"Hill","041",,,,,,,,,,,,,,"HILL COUNTY",17985
"G3000430","1980","4","8","Montana","30",,"Jefferson","043",,,,,,,,,,,,,,"JEFFERSON COUNTY",7029
"G3000450","1980","4","8","Montana","30",,"Judith Basin","045",,,,,,,,,,,,,,"JUDITH BASIN COUNTY",2646
"G3000470","1980","4","8","Montana","30",,"Lake","047",,,,,,,,,,,,,,"LAKE COUNTY",19056
"G3000490","1980","4","8","Montana","30",,"Lewis And Clark","049",,,,,,,,,,,,,,"LEWIS AND CLARK COUNTY",43039
"G3000510","1980","4","8","Montana","30",,"Liberty","051",,,,,,,,,,,,,,"LIBERTY COUNTY",2329
"G3000530","1980","4","8","Montana","30",,"Lincoln","053",,,,,,,,,,,,,,"LINCOLN COUNTY",17752
"G3000550","1980","4","8","Montana","30",,"McCone","055",,,,,,,,,,,,,,"MCCONE COUNTY",2702
"G3000570","1980","4","8","Montana","30",,"Madison","057",,,,,,,,,,,,,,"MADISON COUNTY",5448
"G3000590","1980","4","8","Montana","30",,"Meagher","059",,,,,,,,,,,,,,"MEAGHER COUNTY",2154
"G3000610","1980","4","8","Montana","30",,"Mineral","061",,,,,,,,,,,,,,"MINERAL COUNTY",3675
"G3000630","1980","4","8","Montana","30",,"Missoula","063",,,,,,,,,,,,,,"MISSOULA COUNTY",76016
"G3000650","1980","4","8","Montana","30",,"Musselshell","065",,,,,,,,,,,,,,"MUSSELSHELL COUNTY",4428
"G3000670","1980","4","8","Montana","30",,"Park","067",,,,,,,,,,,,,,"PARK COUNTY",12660
"G3000690","1980","4","8","Montana","30",,"Petroleum","069",,,,,,,,,,,,,,"PETROLEUM COUNTY",655
"G3000710","1980","4","8","Montana","30",,"Phillips","071",,,,,,,,,,,,,,"PHILLIPS COUNTY",5367
"G3000730","1980","4","8","Montana","30",,"Pondera","073",,,,,,,,,,,,,,"PONDERA COUNTY",6731
"G3000750","1980","4","8","Montana","30",,"Powder River","075",,,,,,,,,,,,,,"POWDER RIVER COUNTY",2520
"G3000770","1980","4","8","Montana","30",,"Powell","077",,,,,,,,,,,,,,"POWELL COUNTY",6958
"G3000790","1980","4","8","Montana","30",,"Prairie","079",,,,,,,,,,,,,,"PRAIRIE COUNTY",1836
"G3000810","1980","4","8","Montana","30",,"Ravalli","081",,,,,,,,,,,,,,"RAVALLI COUNTY",22493
"G3000830","1980","4","8","Montana","30",,"Richland","083",,,,,,,,,,,,,,"RICHLAND COUNTY",12243
"G3000850","1980","4","8","Montana","30",,"Roosevelt","085",,,,,,,,,,,,,,"ROOSEVELT COUNTY",10467
"G3000870","1980","4","8","Montana","30",,"Rosebud","087",,,,,,,,,,,,,,"ROSEBUD COUNTY",9899
"G3000890","1980","4","8","Montana","30",,"Sanders","089",,,,,,,,,,,,,,"SANDERS COUNTY",8675
"G3000910","1980","4","8","Montana","30",,"Sheridan","091",,,,,,,,,,,,,,"SHERIDAN COUNTY",5414
"G3000930","1980","4","8","Montana","30",,"Silver Bow","093",,,,,,,,,,,,,,"SILVER BOW COUNTY",38092
"G3000950","1980","4","8","Montana","30",,"Stillwater","095",,,,,,,,,,,,,,"STILLWATER COUNTY",5598
"G3000970","1980","4","8","Montana","30",,"Sweet Grass","097",,,,,,,,,,,,,,"SWEET GRASS COUNTY",3216
"G3000990","1980","4","8","Montana","30",,"Teton","099",,,,,,,,,,,,,,"TETON COUNTY",6491
"G3001010","1980","4","8","Montana","30",,"Toole","101",,,,,,,,,,,,,,"TOOLE COUNTY",5559
"G3001030","1980","4","8","Montana","30",,"Treasure","103",,,,,,,,,,,,,,"TREASURE COUNTY",981
"G3001050","1980","4","8","Montana","30",,"Valley","105",,,,,,,,,,,,,,"VALLEY COUNTY",10250
"G3001070","1980","4","8","Montana","30",,"Wheatland","107",,,,,,,,,,,,,,"WHEATLAND COUNTY",2359
"G3001090","1980","4","8","Montana","30",,"Wibaux","109",,,,,,,,,,,,,,"WIBAUX COUNTY",1476
"G3001110","1980","4","8","Montana","30","0880","Yellowstone","111",,,,,,,,,,,,,,"YELLOWSTONE COUNTY",108035
"G3001130","1980","4","8","Montana","30",,"Yellowstone National Park","113",,,,,,,,,,,,,,"YELLOWSTONE NATIONAL PARK",275
"G3100010","1980","2","4","Nebraska","31",,"Adams","001",,,,,,,,,,,,,,"ADAMS COUNTY",30656
"G3100030","1980","2","4","Nebraska","31",,"Antelope","003",,,,,,,,,,,,,,"ANTELOPE COUNTY",8675
"G3100050","1980","2","4","Nebraska","31",,"Arthur","005",,,,,,,,,,,,,,"ARTHUR COUNTY",513
"G3100070","1980","2","4","Nebraska","31",,"Banner","007",,,,,,,,,,,,,,"BANNER COUNTY",918
"G3100090","1980","2","4","Nebraska","31",,"Blaine","009",,,,,,,,,,,,,,"BLAINE COUNTY",867
"G3100110","1980","2","4","Nebraska","31",,"Boone","011",,,,,,,,,,,,,,"BOONE COUNTY",7391
"G3100130","1980","2","4","Nebraska","31",,"Box Butte","013",,,,,,,,,,,,,,"BOX BUTTE COUNTY",13696
"G3100150","1980","2","4","Nebraska","31",,"Boyd","015",,,,,,,,,,,,,,"BOYD COUNTY",3331
"G3100170","1980","2","4","Nebraska","31",,"Brown","017",,,,,,,,,,,,,,"BROWN COUNTY",4377
"G3100190","1980","2","4","Nebraska","31",,"Buffalo","019",,,,,,,,,,,,,,"BUFFALO COUNTY",34797
"G3100210","1980","2","4","Nebraska","31",,"Burt","021",,,,,,,,,,,,,,"BURT COUNTY",8813
"G3100230","1980","2","4","Nebraska","31",,"Butler","023",,,,,,,,,,,,,,"BUTLER COUNTY",9330
"G3100250","1980","2","4","Nebraska","31",,"Cass","025",,,,,,,,,,,,,,"CASS COUNTY",20297
"G3100270","1980","2","4","Nebraska","31",,"Cedar","027",,,,,,,,,,,,,,"CEDAR COUNTY",11375
"G3100290","1980","2","4","Nebraska","31",,"Chase","029",,,,,,,,,,,,,,"CHASE COUNTY",4758
"G3100310","1980","2","4","Nebraska","31",,"Cherry","031",,,,,,,,,,,,,,"CHERRY COUNTY",6758
"G3100330","1980","2","4","Nebraska","31",,"Cheyenne","033",,,,,,,,,,,,,,"CHEYENNE COUNTY",10057
"G3100350","1980","2","4","Nebraska","31",,"Clay","035",,,,,,,,,,,,,,"CLAY COUNTY",8106
"G3100370","1980","2","4","Nebraska","31",,"Colfax","037",,,,,,,,,,,,,,"COLFAX COUNTY",9890
"G3100390","1980","2","4","Nebraska","31",,"Cuming","039",,,,,,,,,,,,,,"CUMING COUNTY",11664
"G3100410","1980","2","4","Nebraska","31",,"Custer","041",,,,,,,,,,,,,,"CUSTER COUNTY",13877
"G3100430","1980","2","4","Nebraska","31","7720","Dakota","043",,,,,,,,,,,,,,"DAKOTA COUNTY",16573
"G3100450","1980","2","4","Nebraska","31",,"Dawes","045",,,,,,,,,,,,,,"DAWES COUNTY",9609
"G3100470","1980","2","4","Nebraska","31",,"Dawson","047",,,,,,,,,,,,,,"DAWSON COUNTY",22304
"G3100490","1980","2","4","Nebraska","31",,"Deuel","049",,,,,,,,,,,,,,"DEUEL COUNTY",2462
"G3100510","1980","2","4","Nebraska","31",,"Dixon","051",,,,,,,,,,,,,,"DIXON COUNTY",7137
"G3100530","1980","2","4","Nebraska","31",,"Dodge","053",,,,,,,,,,,,,,"DODGE COUNTY",35847
"G3100550","1980","2","4","Nebraska","31","5920","Douglas","055",,,,,,,,,,,,,,"DOUGLAS COUNTY",397038
"G3100570","1980","2","4","Nebraska","31",,"Dundy","057",,,,,,,,,,,,,,"DUNDY COUNTY",2861
"G3100590","1980","2","4","Nebraska","31",,"Fillmore","059",,,,,,,,,,,,,,"FILLMORE COUNTY",7920
"G3100610","1980","2","4","Nebraska","31",,"Franklin","061",,,,,,,,,,,,,,"FRANKLIN COUNTY",4377
"G3100630","1980","2","4","Nebraska","31",,"Frontier","063",,,,,,,,,,,,,,"FRONTIER COUNTY",3647
"G3100650","1980","2","4","Nebraska","31",,"Furnas","065",,,,,,,,,,,,,,"FURNAS COUNTY",6486
"G3100670","1980","2","4","Nebraska","31",,"Gage","067",,,,,,,,,,,,,,"GAGE COUNTY",24456
"G3100690","1980","2","4","Nebraska","31",,"Garden","069",,,,,,,,,,,,,,"GARDEN COUNTY",2802
"G3100710","1980","2","4","Nebraska","31",,"Garfield","071",,,,,,,,,,,,,,"GARFIELD COUNTY",2363
"G3100730","1980","2","4","Nebraska","31",,"Gosper","073",,,,,,,,,,,,,,"GOSPER COUNTY",2140
"G3100750","1980","2","4","Nebraska","31",,"Grant","075",,,,,,,,,,,,,,"GRANT COUNTY",877
"G3100770","1980","2","4","Nebraska","31",,"Greeley","077",,,,,,,,,,,,,,"GREELEY COUNTY",3462
"G3100790","1980","2","4","Nebraska","31",,"Hall","079",,,,,,,,,,,,,,"HALL COUNTY",47690
"G3100810","1980","2","4","Nebraska","31",,"Hamilton","081",,,,,,,,,,,,,,"HAMILTON COUNTY",9301
"G3100830","1980","2","4","Nebraska","31",,"Harlan","083",,,,,,,,,,,,,,"HARLAN COUNTY",4292
"G3100850","1980","2","4","Nebraska","31",,"Hayes","085",,,,,,,,,,,,,,"HAYES COUNTY",1356
"G3100870","1980","2","4","Nebraska","31",,"Hitchcock","087",,,,,,,,,,,,,,"HITCHCOCK COUNTY",4079
"G3100890","1980","2","4","Nebraska","31",,"Holt","089",,,,,,,,,,,,,,"HOLT COUNTY",13552
"G3100910","1980","2","4","Nebraska","31",,"Hooker","091",,,,,,,,,,,,,,"HOOKER COUNTY",990
"G3100930","1980","2","4","Nebraska","31",,"Howard","093",,,,,,,,,,,,,,"HOWARD COUNTY",6773
"G3100950","1980","2","4","Nebraska","31",,"Jefferson","095",,,,,,,,,,,,,,"JEFFERSON COUNTY",9817
"G3100970","1980","2","4","Nebraska","31",,"Johnson","097",,,,,,,,,,,,,,"JOHNSON COUNTY",5285
"G3100990","1980","2","4","Nebraska","31",,"Kearney","099",,,,,,,,,,,,,,"KEARNEY COUNTY",7053
"G3101010","1980","2","4","Nebraska","31",,"Keith","101",,,,,,,,,,,,,,"KEITH COUNTY",9364
"G3101030","1980","2","4","Nebraska","31",,"Keya Paha","103",,,,,,,,,,,,,,"KEYA PAHA COUNTY",1301
"G3101050","1980","2","4","Nebraska","31",,"Kimball","105",,,,,,,,,,,,,,"KIMBALL COUNTY",4882
"G3101070","1980","2","4","Nebraska","31",,"Knox","107",,,,,,,,,,,,,,"KNOX COUNTY",11457
"G3101090","1980","2","4","Nebraska","31","4360","Lancaster","109",,,,,,,,,,,,,,"LANCASTER COUNTY",192884
"G3101110","1980","2","4","Nebraska","31",,"Lincoln","111",,,,,,,,,,,,,,"LINCOLN COUNTY",36455
"G3101130","1980","2","4","Nebraska","31",,"Logan","113",,,,,,,,,,,,,,"LOGAN COUNTY",983
"G3101150","1980","2","4","Nebraska","31",,"Loup","115",,,,,,,,,,,,,,"LOUP COUNTY",859
"G3101170","1980","2","4","Nebraska","31",,"McPherson","117",,,,,,,,,,,,,,"MCPHERSON COUNTY",593
"G3101190","1980","2","4","Nebraska","31",,"Madison","119",,,,,,,,,,,,,,"MADISON COUNTY",31382
"G3101210","1980","2","4","Nebraska","31",,"Merrick","121",,,,,,,,,,,,,,"MERRICK COUNTY",8945
"G3101230","1980","2","4","Nebraska","31",,"Morrill","123",,,,,,,,,,,,,,"MORRILL COUNTY",6085
"G3101250","1980","2","4","Nebraska","31",,"Nance","125",,,,,,,,,,,,,,"NANCE COUNTY",4740
"G3101270","1980","2","4","Nebraska","31",,"Nemaha","127",,,,,,,,,,,,,,"NEMAHA COUNTY",8367
"G3101290","1980","2","4","Nebraska","31",,"Nuckolls","129",,,,,,,,,,,,,,"NUCKOLLS COUNTY",6726
"G3101310","1980","2","4","Nebraska","31",,"Otoe","131",,,,,,,,,,,,,,"OTOE COUNTY",15183
"G3101330","1980","2","4","Nebraska","31",,"Pawnee","133",,,,,,,,,,,,,,"PAWNEE COUNTY",3937
"G3101350","1980","2","4","Nebraska","31",,"Perkins","135",,,,,,,,,,,,,,"PERKINS COUNTY",3637
"G3101370","1980","2","4","Nebraska","31",,"Phelps","137",,,,,,,,,,,,,,"PHELPS COUNTY",9769
"G3101390","1980","2","4","Nebraska","31",,"Pierce","139",,,,,,,,,,,,,,"PIERCE COUNTY",8481
"G3101410","1980","2","4","Nebraska","31",,"Platte","141",,,,,,,,,,,,,,"PLATTE COUNTY",28852
"G3101430","1980","2","4","Nebraska","31",,"Polk","143",,,,,,,,,,,,,,"POLK COUNTY",6320
"G3101450","1980","2","4","Nebraska","31",,"Red Willow","145",,,,,,,,,,,,,,"RED WILLOW COUNTY",12615
"G3101470","1980","2","4","Nebraska","31",,"Richardson","147",,,,,,,,,,,,,,"RICHARDSON COUNTY",11315
"G3101490","1980","2","4","Nebraska","31",,"Rock","149",,,,,,,,,,,,,,"ROCK COUNTY",2383
"G3101510","1980","2","4","Nebraska","31",,"Saline","151",,,,,,,,,,,,,,"SALINE COUNTY",13131
"G3101530","1980","2","4","Nebraska","31","5920","Sarpy","153",,,,,,,,,,,,,,"SARPY COUNTY",86015
"G3101550","1980","2","4","Nebraska","31",,"Saunders","155",,,,,,,,,,,,,,"SAUNDERS COUNTY",18716
"G3101570","1980","2","4","Nebraska","31",,"Scotts Bluff","157",,,,,,,,,,,,,,"SCOTTS BLUFF COUNTY",38344
"G3101590","1980","2","4","Nebraska","31",,"Seward","159",,,,,,,,,,,,,,"SEWARD COUNTY",15789
"G3101610","1980","2","4","Nebraska","31",,"Sheridan","161",,,,,,,,,,,,,,"SHERIDAN COUNTY",7544
"G3101630","1980","2","4","Nebraska","31",,"Sherman","163",,,,,,,,,,,,,,"SHERMAN COUNTY",4226
"G3101650","1980","2","4","Nebraska","31",,"Sioux","165",,,,,,,,,,,,,,"SIOUX COUNTY",1845
"G3101670","1980","2","4","Nebraska","31",,"Stanton","167",,,,,,,,,,,,,,"STANTON COUNTY",6549
"G3101690","1980","2","4","Nebraska","31",,"Thayer","169",,,,,,,,,,,,,,"THAYER COUNTY",7582
"G3101710","1980","2","4","Nebraska","31",,"Thomas","171",,,,,,,,,,,,,,"THOMAS COUNTY",973
"G3101730","1980","2","4","Nebraska","31",,"Thurston","173",,,,,,,,,,,,,,"THURSTON COUNTY",7186
"G3101750","1980","2","4","Nebraska","31",,"Valley","175",,,,,,,,,,,,,,"VALLEY COUNTY",5633
"G3101770","1980","2","4","Nebraska","31",,"Washington","177",,,,,,,,,,,,,,"WASHINGTON COUNTY",15508
"G3101790","1980","2","4","Nebraska","31",,"Wayne","179",,,,,,,,,,,,,,"WAYNE COUNTY",9858
"G3101810","1980","2","4","Nebraska","31",,"Webster","181",,,,,,,,,,,,,,"WEBSTER COUNTY",4858
"G3101830","1980","2","4","Nebraska","31",,"Wheeler","183",,,,,,,,,,,,,,"WHEELER COUNTY",1060
"G3101850","1980","2","4","Nebraska","31",,"York","185",,,,,,,,,,,,,,"YORK COUNTY",14798
"G3200010","1980","4","8","Nevada","32",,"Churchill","001",,,,,,,,,,,,,,"CHURCHILL COUNTY",13917
"G3200030","1980","4","8","Nevada","32","4120","Clark","003",,,,,,,,,,,,,,"CLARK COUNTY",463087
"G3200050","1980","4","8","Nevada","32",,"Douglas","005",,,,,,,,,,,,,,"DOUGLAS COUNTY",19421
"G3200070","1980","4","8","Nevada","32",,"Elko","007",,,,,,,,,,,,,,"ELKO COUNTY",17269
"G3200090","1980","4","8","Nevada","32",,"Esmeralda","009",,,,,,,,,,,,,,"ESMERALDA COUNTY",777
"G3200110","1980","4","8","Nevada","32",,"Eureka","011",,,,,,,,,,,,,,"EUREKA COUNTY",1198
"G3200130","1980","4","8","Nevada","32",,"Humboldt","013",,,,,,,,,,,,,,"HUMBOLDT COUNTY",9434
"G3200150","1980","4","8","Nevada","32",,"Lander","015",,,,,,,,,,,,,,"LANDER COUNTY",4076
"G3200170","1980","4","8","Nevada","32",,"Lincoln","017",,,,,,,,,,,,,,"LINCOLN COUNTY",3732
"G3200190","1980","4","8","Nevada","32",,"Lyon","019",,,,,,,,,,,,,,"LYON COUNTY",13594
"G3200210","1980","4","8","Nevada","32",,"Mineral","021",,,,,,,,,,,,,,"MINERAL COUNTY",6217
"G3200230","1980","4","8","Nevada","32",,"Nye","023",,,,,,,,,,,,,,"NYE COUNTY",9048
"G3200270","1980","4","8","Nevada","32",,"Pershing","027",,,,,,,,,,,,,,"PERSHING COUNTY",3408
"G3200290","1980","4","8","Nevada","32",,"Storey","029",,,,,,,,,,,,,,"STOREY COUNTY",1503
"G3200310","1980","4","8","Nevada","32","6720","Washoe","031",,,,,,,,,,,,,,"WASHOE COUNTY",193623
"G3200330","1980","4","8","Nevada","32",,"White Pine","033",,,,,,,,,,,,,,"WHITE PINE COUNTY",8167
"G3205100","1980","4","8","Nevada","32",,"Carson City","510",,,,,,,,,,,,,,"CARSON CITY",32022
"G3300010","1980","1","1","New Hampshire","33",,"Belknap","001",,,,,,,,,,,,,,"BELKNAP COUNTY",42884
"G3300030","1980","1","1","New Hampshire","33",,"Carroll","003",,,,,,,,,,,,,,"CARROLL COUNTY",27931
"G3300050","1980","1","1","New Hampshire","33",,"Cheshire","005",,,,,,,,,,,,,,"CHESHIRE COUNTY",62116
"G3300070","1980","1","1","New Hampshire","33",,"Coos","007",,,,,,,,,,,,,,"COOS COUNTY",35147
"G3300090","1980","1","1","New Hampshire","33",,"Grafton","009",,,,,,,,,,,,,,"GRAFTON COUNTY",65806
"G3300110","1980","1","1","New Hampshire","33",,"Hillsborough","011",,,,,,,,,,,,,,"HILLSBOROUGH COUNTY",276608
"G3300130","1980","1","1","New Hampshire","33",,"Merrimack","013",,,,,,,,,,,,,,"MERRIMACK COUNTY",98302
"G3300150","1980","1","1","New Hampshire","33",,"Rockingham","015",,,,,,,,,,,,,,"ROCKINGHAM COUNTY",190345
"G3300170","1980","1","1","New Hampshire","33",,"Strafford","017",,,,,,,,,,,,,,"STRAFFORD COUNTY",85408
"G3300190","1980","1","1","New Hampshire","33",,"Sullivan","019",,,,,,,,,,,,,,"SULLIVAN COUNTY",36063
"G3400010","1980","1","2","New Jersey","34","0560","Atlantic","001",,,,,,,,,,,,,,"ATLANTIC COUNTY",194119
"G3400030","1980","1","2","New Jersey","34","5600","Bergen","003",,,,,,,,"70",,,,,,"BERGEN COUNTY",845385
"G3400050","1980","1","2","New Jersey","34","6160","Burlington","005",,,,,,,,"77",,,,,,"BURLINGTON COUNTY",362542
"G3400070","1980","1","2","New Jersey","34","6160","Camden","007",,,,,,,,"77",,,,,,"CAMDEN COUNTY",471650
"G3400090","1980","1","2","New Jersey","34",,"Cape May","009",,,,,,,,,,,,,,"CAPE MAY COUNTY",82266
"G3400110","1980","1","2","New Jersey","34","8760","Cumberland","011",,,,,,,,,,,,,,"CUMBERLAND COUNTY",132866
"G3400130","1980","1","2","New Jersey","34","5640","Essex","013",,,,,,,,"70",,,,,,"ESSEX COUNTY",851116
"G3400150","1980","1","2","New Jersey","34","6160","Gloucester","015",,,,,,,,"77",,,,,,"GLOUCESTER COUNTY",199917
"G3400170","1980","1","2","New Jersey","34","3640","Hudson","017",,,,,,,,"70",,,,,,"HUDSON COUNTY",556972
"G3400190","1980","1","2","New Jersey","34",,"Hunterdon","019",,,,,,,,,,,,,,"HUNTERDON COUNTY",87361
"G3400210","1980","1","2","New Jersey","34","8480","Mercer","021",,,,,,,,"77",,,,,,"MERCER COUNTY",307863
"G3400230","1980","1","2","New Jersey","34","5460","Middlesex","023",,,,,,,,"70",,,,,,"MIDDLESEX COUNTY",595893
"G3400250","1980","1","2","New Jersey","34","4410","Monmouth","025",,,,,,,,"70",,,,,,"MONMOUTH COUNTY",503173
"G3400270","1980","1","2","New Jersey","34","5640","Morris","027",,,,,,,,"70",,,,,,"MORRIS COUNTY",407630
"G3400290","1980","1","2","New Jersey","34",,"Ocean","029",,,,,,,,,,,,,,"OCEAN COUNTY",346038
"G3400310","1980","1","2","New Jersey","34","6040","Passaic","031",,,,,,,,"70",,,,,,"PASSAIC COUNTY",447585
"G3400330","1980","1","2","New Jersey","34","9160","Salem","033",,,,,,,,"77",,,,,,"SALEM COUNTY",64676
